population node_id timestamps firing_rates
l4e 0 143.0 4.789061216369697
l4e 0 144.0 4.7639465045017255
l4e 0 145.0 4.738506535340643
l4e 0 146.0 4.7129684250107395
l4e 0 147.0 4.671848569566104
l4e 0 148.0 4.657187897224
l4e 0 149.0 4.623934175995143
l4e 0 150.0 4.5999942714879785
l4e 0 151.0 4.584066771805217
l4e 0 152.0 4.541739015035939
l4e 0 153.0 4.505723992614982
l4e 0 154.0 4.488391091348697
l4e 0 155.0 4.464181473868974
l4e 0 156.0 4.443153491536038
l4e 0 157.0 4.413875928343072
l4e 0 158.0 4.399411918284076
l4e 0 159.0 4.381666936380501
l4e 0 160.0 4.363343553803433
l4e 0 161.0 4.345151496040378
l4e 0 162.0 4.32957595410126
l4e 0 163.0 4.317575798919464
l4e 0 164.0 4.29262647553449
l4e 0 165.0 4.275609571437188
l4e 0 166.0 4.2531942562234475
l4e 0 167.0 4.2312694218302465
l4e 0 168.0 4.222526105757954
l4e 0 169.0 4.210794900290835
l4e 0 170.0 4.197667041578412
l4e 0 171.0 4.190333674018368
l4e 0 172.0 4.182355798706663
l4e 0 173.0 4.172062708547493
l4e 0 174.0 4.170185617339594
l4e 0 175.0 4.16576371633288
l4e 0 176.0 4.163936965878585
l4e 0 177.0 4.15912072393288
l4e 0 178.0 4.151901981061317
l4e 0 179.0 4.151992857854336
l4e 0 180.0 4.150189852645244
l4e 0 181.0 4.1457877923388695
l4e 0 182.0 4.1501987954694
l4e 0 183.0 4.158391779871085
l4e 0 184.0 4.159727196722996
l4e 0 185.0 4.157704105106172
l4e 0 186.0 4.158928163570682
l4e 0 187.0 4.165608099234319
l4e 0 188.0 4.163751104724827
l4e 0 189.0 4.175709908188737
l4e 0 190.0 4.186881283581592
l4e 0 191.0 4.20025051734962
l4e 0 192.0 4.2111924121693125
l4e 0 193.0 4.21768058780999
l4e 0 194.0 4.216885929025737
l4e 0 195.0 4.219164720149664
l4e 0 196.0 4.236169993920379
l4e 0 197.0 4.249464567529635
l4e 0 198.0 4.260603793894047
l4e 0 199.0 4.287195920613257
l4e 0 200.0 4.3138458008937395
l4e 0 201.0 4.318967046161564
l4e 0 202.0 4.335260378861442
l4e 0 203.0 4.363654546529419
l4e 0 204.0 4.380367361881806
l4e 0 205.0 4.388911550007288
l4e 0 206.0 4.402897059966636
l4e 0 207.0 4.421297673072165
l4e 0 208.0 4.437895261229376
l4e 0 209.0 4.457945752552138
l4e 0 210.0 4.47817253734324
l4e 0 211.0 4.503248647817782
l4e 0 212.0 4.540249794812156
l4e 0 213.0 4.558719514273459
l4e 0 214.0 4.5768906236846885
l4e 0 215.0 4.5960744681079095
l4e 0 216.0 4.625713408876271
l4e 0 217.0 4.650344898039033
l4e 0 218.0 4.6760967158210915
l4e 0 219.0 4.684474705977394
l4e 0 220.0 4.718526586184798
l4e 0 221.0 4.734083551065539
l4e 0 222.0 4.753170844350956
l4e 0 223.0 4.781402107198609
l4e 0 224.0 4.799684921361725
l4e 0 225.0 4.821704114776052
l4e 0 226.0 4.83058472769241
l4e 0 227.0 4.857790982317576
l4e 0 228.0 4.875213697289103
l4e 0 229.0 4.889434217439294
l4e 0 230.0 4.9041300720578604
l4e 0 231.0 4.938448031392606
l4e 0 232.0 4.979375739890412
l4e 0 233.0 4.9970864352856115
l4e 0 234.0 5.017679505526105
l4e 0 235.0 5.038084701834181
l4e 0 236.0 5.048361285836843
l4e 0 237.0 5.063341322932245
l4e 0 238.0 5.092279322429492
l4e 0 239.0 5.112784523387371
l4e 0 240.0 5.133410427728769
l4e 0 241.0 5.156564424876683
l4e 0 242.0 5.17152865010364
l4e 0 243.0 5.193526596943354
l4e 0 244.0 5.219808370381365
l4e 0 245.0 5.237152535293083
l4e 0 246.0 5.265494242367101
l4e 0 247.0 5.284673038642336
l4e 0 248.0 5.2973892363758415
l4e 0 249.0 5.309029100955294
l4e 0 250.0 5.313165445816781
l4e 0 251.0 5.332149455142446
l4e 0 252.0 5.358026841545345
l4e 0 253.0 5.360450590223203
l4e 0 254.0 5.366060073838702
l4e 0 255.0 5.385944070238142
l4e 0 256.0 5.399416962016236
l4e 0 257.0 5.413051698732269
l4e 0 258.0 5.418307333728162
l4e 0 259.0 5.427082814402842
l4e 0 260.0 5.44018129499664
l4e 0 261.0 5.452537281769625
l4e 0 262.0 5.450733817361982
l4e 0 263.0 5.455198023913186
l4e 0 264.0 5.4676964470409235
l4e 0 265.0 5.484064662330827
l4e 0 266.0 5.497240373788119
l4e 0 267.0 5.51100482444933
l4e 0 268.0 5.5182079275706615
l4e 0 269.0 5.525855962980908
l4e 0 270.0 5.5317888192014735
l4e 0 271.0 5.546491943829767
l4e 0 272.0 5.552083602634976
l4e 0 273.0 5.566751841960729
l4e 0 274.0 5.571241596509546
l4e 0 275.0 5.577334262115254
l4e 0 276.0 5.599788996834281
l4e 0 277.0 5.618126683963064
l4e 0 278.0 5.634604271715428
l4e 0 279.0 5.645014537992328
l4e 0 280.0 5.6499836450895735
l4e 0 281.0 5.65681628752735
l4e 0 282.0 5.645141754786474
l4e 0 283.0 5.646204807957872
l4e 0 284.0 5.646709571588203
l4e 0 285.0 5.643973842353636
l4e 0 286.0 5.646840173700263
l4e 0 287.0 5.644585673872086
l4e 0 288.0 5.637299468513902
l4e 0 289.0 5.637180580643783
l4e 0 290.0 5.6358237226390315
l4e 0 291.0 5.620702844811426
l4e 0 292.0 5.615915213192008
l4e 0 293.0 5.608435202207937
l4e 0 294.0 5.5965187076781024
l4e 0 295.0 5.600316814372843
l4e 0 296.0 5.58368953479904
l4e 0 297.0 5.581164966965707
l4e 0 298.0 5.574595829810335
l4e 0 299.0 5.565209788852248
l4e 0 300.0 5.553456133820624
l4e 0 301.0 5.538429645133558
l4e 0 302.0 5.507369629404317
l4e 0 303.0 5.497605903149229
l4e 0 304.0 5.481266011446812
l4e 0 305.0 5.460331262617844
l4e 0 306.0 5.4441365344418795
l4e 0 307.0 5.418795268976524
l4e 0 308.0 5.401263115651297
l4e 0 309.0 5.371413464645002
l4e 0 310.0 5.3296365195723965
l4e 0 311.0 5.285064731603847
l4e 0 312.0 5.24916498082841
l4e 0 313.0 5.219443379718392
l4e 0 314.0 5.181036210188303
l4e 0 315.0 5.13530124926019
l4e 0 316.0 5.086994145598547
l4e 0 317.0 5.03461168503454
l4e 0 318.0 4.981828573785956
l4e 0 319.0 4.950795165661606
l4e 0 320.0 4.892391218213902
l4e 0 321.0 4.838809329442543
l4e 0 322.0 4.790866204829688
l4e 0 323.0 4.721670586909484
l4e 0 324.0 4.658560522417275
l4e 0 325.0 4.601700729318821
l4e 0 326.0 4.543953670001995
l4e 0 327.0 4.471990521488184
l4e 0 328.0 4.4074159711537835
l4e 0 329.0 4.345761855215867
l4e 0 330.0 4.280290431029705
l4e 0 331.0 4.204196651224907
l4e 0 332.0 4.138419059935016
l4e 0 333.0 4.066353331939803
l4e 0 334.0 4.00215967674706
l4e 0 335.0 3.9399353769869343
l4e 0 336.0 3.880497272747665
l4e 0 337.0 3.812270962039559
l4e 0 338.0 3.753063663913612
l4e 0 339.0 3.6843419200072187
l4e 0 340.0 3.620447400799716
l4e 0 341.0 3.5622912133169793
l4e 0 342.0 3.503026608726613
l4e 0 343.0 3.4479021783111494
l4e 0 344.0 3.3928602284485065
l4e 0 345.0 3.3222916018247974
l4e 0 346.0 3.260407317623556
l4e 0 347.0 3.1954436191782154
l4e 0 348.0 3.1303744486202514
l4e 0 349.0 3.0695407950703606
l4e 0 350.0 3.008637450211957
l4e 0 351.0 2.9523414872500915
l4e 0 352.0 2.903069682496914
l4e 0 353.0 2.8458292311919444
l4e 0 354.0 2.7943046344608695
l4e 0 355.0 2.7380171081819347
l4e 0 356.0 2.6815090167246427
l4e 0 357.0 2.631615212596432
l4e 0 358.0 2.5750886123847554
l4e 0 359.0 2.527837682880437
l4e 0 360.0 2.4780084964588767
l4e 0 361.0 2.436113710379247
l4e 0 362.0 2.3837746257028285
l4e 0 363.0 2.335548875713643
l4e 0 364.0 2.2964431182291873
l4e 0 365.0 2.251518185161682
l4e 0 366.0 2.2120044929248976
l4e 0 367.0 2.1713374768369995
l4e 0 368.0 2.137474073504457
l4e 0 369.0 2.093995263762149
l4e 0 370.0 2.0592093635537605
l4e 0 371.0 2.028420369550199
l4e 0 372.0 2.00158700267118
l4e 0 373.0 1.9785605334344345
l4e 0 374.0 1.9580938468561964
l4e 0 375.0 1.9223806617624006
l4e 0 376.0 1.889451152625262
l4e 0 377.0 1.8636605281274088
l4e 0 378.0 1.8371010356265747
l4e 0 379.0 1.8165707721449074
l4e 0 380.0 1.7956116038160146
l4e 0 381.0 1.7851938010951274
l4e 0 382.0 1.7698255759252641
l4e 0 383.0 1.7575117680061254
l4e 0 384.0 1.7453985581351004
l4e 0 385.0 1.7319291548036067
l4e 0 386.0 1.717222983458977
l4e 0 387.0 1.7126176801282524
l4e 0 388.0 1.6998688153093164
l4e 0 389.0 1.6846357845417994
l4e 0 390.0 1.671532114403263
l4e 0 391.0 1.6592820670021233
l4e 0 392.0 1.6460603044934883
l4e 0 393.0 1.6286289354998853
l4e 0 394.0 1.6185943247898527
l4e 0 395.0 1.6127959598198043
l4e 0 396.0 1.6073553113021428
l4e 0 397.0 1.6044091112653702
l4e 0 398.0 1.6028392317019935
l4e 0 399.0 1.601828877375667
l4e 0 400.0 1.6064665005271777
l4e 0 401.0 1.6065632038543427
l4e 0 402.0 1.6062301791997033
l4e 0 403.0 1.605284858108682
l4e 0 404.0 1.606424531598983
l4e 0 405.0 1.6104620084094385
l4e 0 406.0 1.6127737667868756
l4e 0 407.0 1.6275153352735225
l4e 0 408.0 1.6354763951716276
l4e 0 409.0 1.6433370075520275
l4e 0 410.0 1.6561401136091622
l4e 0 411.0 1.6682210389541043
l4e 0 412.0 1.681331593235261
l4e 0 413.0 1.7034103691000306
l4e 0 414.0 1.7110005399147485
l4e 0 415.0 1.7208808301806593
l4e 0 416.0 1.7275301980781443
l4e 0 417.0 1.741243835581335
l4e 0 418.0 1.7591921034112283
l4e 0 419.0 1.777768280699054
l4e 0 420.0 1.7943137831893345
l4e 0 421.0 1.803471592792667
l4e 0 422.0 1.8135948778120086
l4e 0 423.0 1.8299114102328529
l4e 0 424.0 1.8389075429967363
l4e 0 425.0 1.8557636992656195
l4e 0 426.0 1.8716990299906155
l4e 0 427.0 1.8815017708301487
l4e 0 428.0 1.896826126692763
l4e 0 429.0 1.9095190713456436
l4e 0 430.0 1.9287601776116736
l4e 0 431.0 1.9408085491914147
l4e 0 432.0 1.957004484583176
l4e 0 433.0 1.978996363531498
l4e 0 434.0 1.9928946246053911
l4e 0 435.0 2.0072249796406303
l4e 0 436.0 2.029427043603132
l4e 0 437.0 2.045147599062907
l4e 0 438.0 2.0680697914510193
l4e 0 439.0 2.085203615508497
l4e 0 440.0 2.0970304932809816
l4e 0 441.0 2.114122061005284
l4e 0 442.0 2.1329957550227756
l4e 0 443.0 2.1548883664498306
l4e 0 444.0 2.1683077285619032
l4e 0 445.0 2.1884126550087553
l4e 0 446.0 2.2031499405930335
l4e 0 447.0 2.218994923463167
l4e 0 448.0 2.2260310706771333
l4e 0 449.0 2.2389179588172246
l4e 0 450.0 2.242931682204071
l4e 0 451.0 2.254357928409242
l4e 0 452.0 2.2699031001243557
l4e 0 453.0 2.2856864370110923
l4e 0 454.0 2.2976441632277096
l4e 0 455.0 2.310178815558235
l4e 0 456.0 2.3159858934664523
l4e 0 457.0 2.3209709382896264
l4e 0 458.0 2.3248673298108273
l4e 0 459.0 2.332006268427911
l4e 0 460.0 2.3442315312275257
l4e 0 461.0 2.34920194751991
l4e 0 462.0 2.3593846570127295
l4e 0 463.0 2.361945254576438
l4e 0 464.0 2.3654892839108816
l4e 0 465.0 2.383173929741506
l4e 0 466.0 2.3984670301307687
l4e 0 467.0 2.4100523390843627
l4e 0 468.0 2.405790623524447
l4e 0 469.0 2.409276012580513
l4e 0 470.0 2.420371357799658
l4e 0 471.0 2.430049123522196
l4e 0 472.0 2.4417383058070463
l4e 0 473.0 2.4396033984462115
l4e 0 474.0 2.4516075191152664
l4e 0 475.0 2.4659657046578265
l4e 0 476.0 2.470542086110923
l4e 0 477.0 2.486551883753488
l4e 0 478.0 2.4948611037341175
l4e 0 479.0 2.5041295568468143
l4e 0 480.0 2.507652410385885
l4e 0 481.0 2.5161615341787
l4e 0 482.0 2.522298847146442
l4e 0 483.0 2.5291765472889645
l4e 0 484.0 2.536944687982384
l4e 0 485.0 2.541274976699153
l4e 0 486.0 2.5380253662004177
l4e 0 487.0 2.548288323586265
l4e 0 488.0 2.5515402436563437
l4e 0 489.0 2.5574920583916345
l4e 0 490.0 2.566057919007402
l4e 0 491.0 2.5737575207232335
l4e 0 492.0 2.584354756442228
l4e 0 493.0 2.5886782256680183
l4e 0 494.0 2.5991354331479326
l4e 0 495.0 2.6016161967165217
l4e 0 496.0 2.6100717335751913
l4e 0 497.0 2.6106276150720786
l4e 0 498.0 2.618284305013036
l4e 0 499.0 2.6219812467680397
l4e 0 500.0 2.6333383447903818
l4e 0 501.0 2.6444585652293924
l4e 0 502.0 2.6456020978352717
l4e 0 503.0 2.649601338667666
l4e 0 504.0 2.649426013343132
l4e 0 505.0 2.658559614702899
l4e 0 506.0 2.6657123046868243
l4e 0 507.0 2.6680634827934635
l4e 0 508.0 2.6786714834880794
l4e 0 509.0 2.6819534811150842
l4e 0 510.0 2.686531391657418
l4e 0 511.0 2.6889801070361976
l4e 0 512.0 2.6935243396548447
l4e 0 513.0 2.700039758998549
l4e 0 514.0 2.7103808007700874
l4e 0 515.0 2.707100253136172
l4e 0 516.0 2.7078094602557363
l4e 0 517.0 2.7080492550540245
l4e 0 518.0 2.7211850317989374
l4e 0 519.0 2.722411929377816
l4e 0 520.0 2.720012968711588
l4e 0 521.0 2.721331021834781
l4e 0 522.0 2.7174518259980394
l4e 0 523.0 2.7242771188299217
l4e 0 524.0 2.7314127983574403
l4e 0 525.0 2.7310460486008203
l4e 0 526.0 2.741218912711419
l4e 0 527.0 2.7388091908550196
l4e 0 528.0 2.7347641014329973
l4e 0 529.0 2.7351947769788083
l4e 0 530.0 2.7334113990765845
l4e 0 531.0 2.7243906350014777
l4e 0 532.0 2.7245182203408786
l4e 0 533.0 2.7282105753380956
l4e 0 534.0 2.729252704938781
l4e 0 535.0 2.7340515269954335
l4e 0 536.0 2.7402331192747074
l4e 0 537.0 2.7422202779414064
l4e 0 538.0 2.7343453413703074
l4e 0 539.0 2.734452690115945
l4e 0 540.0 2.7413292347575937
l4e 0 541.0 2.7392429096652715
l4e 0 542.0 2.734951919018307
l4e 0 543.0 2.7348264498047365
l4e 0 544.0 2.736751564784994
l4e 0 545.0 2.7322793924605655
l4e 0 546.0 2.7260723091586088
l4e 0 547.0 2.725199955590801
l4e 0 548.0 2.719532755682948
l4e 0 549.0 2.7216998772514387
l4e 0 550.0 2.721763077304632
l4e 0 551.0 2.7162329902137583
l4e 0 552.0 2.7122698259806657
l4e 0 553.0 2.7010732681571312
l4e 0 554.0 2.7049755043317316
l4e 0 555.0 2.701189803285532
l4e 0 556.0 2.7060971164948504
l4e 0 557.0 2.7099769527846
l4e 0 558.0 2.7126727303468523
l4e 0 559.0 2.714939636318117
l4e 0 560.0 2.709754060619415
l4e 0 561.0 2.7103649976710726
l4e 0 562.0 2.7114286117285378
l4e 0 563.0 2.7064172596977936
l4e 0 564.0 2.704135586906834
l4e 0 565.0 2.7038349852633736
l4e 0 566.0 2.7008606205271697
l4e 0 567.0 2.705174032301772
l4e 0 568.0 2.71089583123193
l4e 0 569.0 2.7094799389250066
l4e 0 570.0 2.7145048579604625
l4e 0 571.0 2.7209985133066543
l4e 0 572.0 2.722768773511883
l4e 0 573.0 2.7257874029035585
l4e 0 574.0 2.721419275698545
l4e 0 575.0 2.714995629070518
l4e 0 576.0 2.705636309897266
l4e 0 577.0 2.7090147777994074
l4e 0 578.0 2.7130119588213724
l4e 0 579.0 2.7130736012559176
l4e 0 580.0 2.711710594440591
l4e 0 581.0 2.717128020344583
l4e 0 582.0 2.71501792681214
l4e 0 583.0 2.702471993824728
l4e 0 584.0 2.7013212149895303
l4e 0 585.0 2.696001920798505
l4e 0 586.0 2.694743345622879
l4e 0 587.0 2.6862493809704158
l4e 0 588.0 2.685815315543474
l4e 0 589.0 2.6860666526661143
l4e 0 590.0 2.6815114394412785
l4e 0 591.0 2.6813289291736346
l4e 0 592.0 2.6774652461380875
l4e 0 593.0 2.6786688977580626
l4e 0 594.0 2.670500343501527
l4e 0 595.0 2.6682119425719275
l4e 0 596.0 2.678987534096297
l4e 0 597.0 2.683294472596944
l4e 0 598.0 2.6972294309214853
l4e 0 599.0 2.689082435538608
l4e 0 600.0 2.6891889316409983
l4e 0 601.0 2.6980142866785437
l4e 0 602.0 2.6968141767960296
l4e 0 603.0 2.702107584080811
l4e 0 604.0 2.707408341585465
l4e 0 605.0 2.700598453249059
l4e 0 606.0 2.6943245153959037
l4e 0 607.0 2.6875440210724633
l4e 0 608.0 2.684944670990446
l4e 0 609.0 2.687520206690814
l4e 0 610.0 2.682414150991953
l4e 0 611.0 2.692675922570631
l4e 0 612.0 2.691115895251346
l4e 0 613.0 2.688433984126216
l4e 0 614.0 2.6885631346712255
l4e 0 615.0 2.690545143284877
l4e 0 616.0 2.688307110368104
l4e 0 617.0 2.6881514445939003
l4e 0 618.0 2.68566839929478
l4e 0 619.0 2.6875783024037485
l4e 0 620.0 2.6817368291358816
l4e 0 621.0 2.6773389663534304
l4e 0 622.0 2.6785290532820247
l4e 0 623.0 2.6712398384439497
l4e 0 624.0 2.6724642224285704
l4e 0 625.0 2.6777224646314797
l4e 0 626.0 2.6778720110040535
l4e 0 627.0 2.6786768275579877
l4e 0 628.0 2.6857876686797013
l4e 0 629.0 2.683344353319045
l4e 0 630.0 2.685758573672731
l4e 0 631.0 2.690076103275689
l4e 0 632.0 2.695907747436049
l4e 0 633.0 2.7052997710255298
l4e 0 634.0 2.7110666945777773
l4e 0 635.0 2.72441637025378
l4e 0 636.0 2.7169380693122194
l4e 0 637.0 2.7143142438504633
l4e 0 638.0 2.715788965055748
l4e 0 639.0 2.7181517787597747
l4e 0 640.0 2.715642456925546
l4e 0 641.0 2.722094419685016
l4e 0 642.0 2.7344477740569446
l4e 0 643.0 2.736088242680702
l4e 0 644.0 2.7402163199600333
l4e 0 645.0 2.7467023874516903
l4e 0 646.0 2.736424537188485
l4e 0 647.0 2.738941127399954
l4e 0 648.0 2.7294532299890397
l4e 0 649.0 2.7397230900934697
l4e 0 650.0 2.7495708801122722
l4e 0 651.0 2.7428550135673895
l4e 0 652.0 2.7444088252053014
l4e 0 653.0 2.7420800950091224
l4e 0 654.0 2.7409996105921164
l4e 0 655.0 2.7440007753736864
l4e 0 656.0 2.755494508303174
l4e 0 657.0 2.76083282064365
l4e 0 658.0 2.7622125392235297
l4e 0 659.0 2.763567607500365
l4e 0 660.0 2.772182678432055
l4e 0 661.0 2.7663811999375025
l4e 0 662.0 2.7679282810040418
l4e 0 663.0 2.772539067496552
l4e 0 664.0 2.7705421565507953
l4e 0 665.0 2.7672443340087125
l4e 0 666.0 2.768256531155572
l4e 0 667.0 2.7669631518856708
l4e 0 668.0 2.7672296978108935
l4e 0 669.0 2.764585723623162
l4e 0 670.0 2.7666318119933635
l4e 0 671.0 2.7718763079319695
l4e 0 672.0 2.773116079749674
l4e 0 673.0 2.777657690291246
l4e 0 674.0 2.7837140185450404
l4e 0 675.0 2.782770657962103
l4e 0 676.0 2.786714080185391
l4e 0 677.0 2.7824058157748586
l4e 0 678.0 2.7742674785334853
l4e 0 679.0 2.7755190915907875
l4e 0 680.0 2.784197390234955
l4e 0 681.0 2.7760014161151365
l4e 0 682.0 2.7727426279158487
l4e 0 683.0 2.7725267740078023
l4e 0 684.0 2.7628869130927427
l4e 0 685.0 2.755094346615936
l4e 0 686.0 2.761004409585753
l4e 0 687.0 2.7662080062322163
l4e 0 688.0 2.776218426054296
l4e 0 689.0 2.7727939168572355
l4e 0 690.0 2.7707014066093887
l4e 0 691.0 2.77777371833987
l4e 0 692.0 2.772595914131007
l4e 0 693.0 2.7721971766594264
l4e 0 694.0 2.7732249744935102
l4e 0 695.0 2.7833180062952643
l4e 0 696.0 2.791921157111049
l4e 0 697.0 2.7948450083895438
l4e 0 698.0 2.799939140236362
l4e 0 699.0 2.7990437866910542
l4e 0 700.0 2.788266676398331
l4e 0 701.0 2.789914374915584
l4e 0 702.0 2.8011488331467356
l4e 0 703.0 2.8024711848496686
l4e 0 704.0 2.798288664369912
l4e 0 705.0 2.8020828733747103
l4e 0 706.0 2.8009883476646724
l4e 0 707.0 2.804712342401372
l4e 0 708.0 2.800589579522281
l4e 0 709.0 2.8029494316627876
l4e 0 710.0 2.804392416255603
l4e 0 711.0 2.7984086879738843
l4e 0 712.0 2.7996779236192615
l4e 0 713.0 2.8026024180404785
l4e 0 714.0 2.8043289876526214
l4e 0 715.0 2.8159162802850624
l4e 0 716.0 2.8197623947021713
l4e 0 717.0 2.821724110244927
l4e 0 718.0 2.81708881814993
l4e 0 719.0 2.8214238985476743
l4e 0 720.0 2.8272659688535358
l4e 0 721.0 2.8316571900138814
l4e 0 722.0 2.8351890334196206
l4e 0 723.0 2.8363884801629697
l4e 0 724.0 2.8196516915704697
l4e 0 725.0 2.8142817857029865
l4e 0 726.0 2.8137261710334833
l4e 0 727.0 2.818170017899637
l4e 0 728.0 2.8196840578327445
l4e 0 729.0 2.822214299121679
l4e 0 730.0 2.8251842186128386
l4e 0 731.0 2.829111783553227
l4e 0 732.0 2.824182735923033
l4e 0 733.0 2.820156877472918
l4e 0 734.0 2.8263262899020307
l4e 0 735.0 2.829085101802855
l4e 0 736.0 2.8260317183915813
l4e 0 737.0 2.825570839015383
l4e 0 738.0 2.8221047285378558
l4e 0 739.0 2.826153076613983
l4e 0 740.0 2.8310486984081233
l4e 0 741.0 2.8213563104757147
l4e 0 742.0 2.813175422512613
l4e 0 743.0 2.8084190828790754
l4e 0 744.0 2.8057096837327613
l4e 0 745.0 2.799165965837278
l4e 0 746.0 2.799515592917747
l4e 0 747.0 2.8033496094817503
l4e 0 748.0 2.7964117411952074
l4e 0 749.0 2.789785242570612
l4e 0 750.0 2.792678889878208
l4e 0 751.0 2.7972113261534655
l4e 0 752.0 2.7882523854490864
l4e 0 753.0 2.7956441586921725
l4e 0 754.0 2.800933686863889
l4e 0 755.0 2.8002492034841
l4e 0 756.0 2.798394758326842
l4e 0 757.0 2.7936619886630636
