node_id,population,firing_rate
230,glifs,38.69230769230769
231,glifs,38.8561872909699
232,glifs,39.020066889632105
233,glifs,39.18394648829432
234,glifs,39.34782608695652
235,glifs,39.51170568561873
236,glifs,39.675585284280935
237,glifs,39.83946488294315
238,glifs,40.00334448160535
239,glifs,40.16722408026756
240,glifs,40.331103678929765
241,glifs,40.49498327759197
242,glifs,40.65886287625418
243,glifs,40.82274247491639
244,glifs,40.986622073578594
245,glifs,41.1505016722408
246,glifs,41.31438127090301
247,glifs,41.47826086956522
248,glifs,41.642140468227424
249,glifs,41.80602006688963
250,glifs,41.96989966555184
251,glifs,42.13377926421405
252,glifs,42.297658862876254
253,glifs,42.46153846153846
254,glifs,42.62541806020067
255,glifs,42.78929765886288
256,glifs,42.953177257525084
257,glifs,43.11705685618729
258,glifs,43.280936454849495
259,glifs,43.44481605351171
260,glifs,43.608695652173914
261,glifs,43.77257525083612
262,glifs,43.936454849498325
263,glifs,44.10033444816054
264,glifs,44.264214046822744
265,glifs,44.42809364548495
266,glifs,44.591973244147155
267,glifs,44.75585284280937
268,glifs,44.919732441471574
269,glifs,45.08361204013378
270,glifs,45.247491638795985
271,glifs,45.4113712374582
272,glifs,45.575250836120404
273,glifs,45.73913043478261
274,glifs,45.903010033444815
275,glifs,46.06688963210702
276,glifs,46.23076923076923
277,glifs,46.39464882943144
278,glifs,46.558528428093645
279,glifs,46.72240802675585
280,glifs,46.88628762541806
281,glifs,47.05016722408027
282,glifs,47.214046822742475
283,glifs,47.37792642140468
284,glifs,47.54180602006689
285,glifs,47.7056856187291
286,glifs,47.869565217391305
287,glifs,48.03344481605351
288,glifs,48.19732441471572
289,glifs,48.36120401337793
290,glifs,48.525083612040135
291,glifs,48.68896321070234
292,glifs,48.852842809364546
293,glifs,49.01672240802676
294,glifs,49.180602006688964
295,glifs,49.34448160535117
296,glifs,49.508361204013376
297,glifs,49.67224080267559
298,glifs,49.836120401337794
299,glifs,50.0
