id,air_channel_index,ecephys_session_id,lfp_sampling_rate,lfp_temporal_subsampling_factor,name,phase,sampling_rate,surface_channel_index,has_lfp_data
760213150,384,721123822,2500.00030817907,2.0,probeE,3a,30000.0036981489,332,True
760213153,384,721123822,2500.00357878537,2.0,probeF,3a,30000.0429454245,290,True
760640033,384,754829445,2499.99742458081,2.0,probeA,3a,29999.9690949697,341,True
760640037,384,754829445,2499.99313655561,2.0,probeB,3a,29999.9176386673,341,True
760640039,384,754829445,2499.99974219767,2.0,probeC,3a,29999.9969063721,339,True
760640043,384,754829445,2500.0000286447,2.0,probeE,3a,30000.0003437364,341,True
760640049,384,754829445,2500.00335316627,2.0,probeF,3a,30000.0402379952,316,True
760640083,384,756029989,2499.99580088767,2.0,probeA,3a,29999.949610652,310,True
760640087,384,756029989,2499.99187845449,2.0,probeB,3a,29999.9025414539,314,True
760640090,384,756029989,2499.99210620867,2.0,probeC,3a,29999.9052745041,294,True
760640094,384,756029989,2499.99210620867,2.0,probeD,3a,29999.9052745041,292,True
760640097,384,756029989,2499.99877789313,2.0,probeE,3a,29999.9853347175,336,True
760640104,297,756029989,2500.00192494463,2.0,probeF,3a,30000.0230993355,197,True
760642621,384,755434585,2499.99624312621,2.0,probeA,3a,29999.9549175145,314,True
760642624,384,755434585,2499.99189633009,2.0,probeB,3a,29999.9027559611,313,True
760642628,384,755434585,2499.99852001942,2.0,probeC,3a,29999.982240233,310,True
760642631,384,755434585,2499.99228443688,2.0,probeD,3a,29999.9074132426,294,True
760642634,384,755434585,2499.99879600647,2.0,probeE,3a,29999.9855520777,337,True
760642637,321,755434585,2500.00211647573,2.0,probeF,3a,30000.0253977088,221,True
760647905,384,746083955,2499.9976598328,2.0,probeA,3a,29999.9719179936,314,True
760647907,384,746083955,2499.99337184097,2.0,probeB,3a,29999.9204620917,314,True
760647909,369,746083955,2499.99989931031,2.0,probeC,3a,29999.9987917238,269,True
760647911,373,746083955,2499.99374508722,2.0,probeD,3a,29999.9249410467,273,True
760647913,384,746083955,2500.00359705225,2.0,probeE,3a,30000.0431646271,317,True
760647915,297,746083955,2500.00359705225,2.0,probeF,3a,30000.0431646271,197,True
768908145,384,762120172,2499.99725498334,2.0,probeA,3a,29999.9670598,314,True
768908148,384,762120172,2499.9931202302,2.0,probeB,3a,29999.9174427625,314,True
768908152,384,762120172,2499.99958488391,2.0,probeC,3a,29999.9950186069,291,True
768908157,350,762120172,2499.99344018134,2.0,probeD,3a,29999.9212821761,250,True
768908160,384,762120172,2499.99984740792,2.0,probeE,3a,29999.998168895,338,True
768908579,384,761418226,2499.99715945777,2.0,probeA,3a,29999.9659134933,288,True
768908582,384,761418226,2499.99306181408,2.0,probeB,3a,29999.916741769,300,True
768908585,370,761418226,2499.99955588413,2.0,probeC,3a,29999.9946706095,270,True
768908587,369,761418226,2499.99320903481,2.0,probeD,3a,29999.9185084177,269,True
768908589,384,761418226,2499.99973582058,2.0,probeE,3a,29999.9968298469,317,True
768908591,384,761418226,2500.00309736061,2.0,probeF,3a,30000.0371683274,337,True
768909178,384,762602078,2499.99709927892,2.0,probeA,3a,29999.9651913471,288,True
768909180,384,762602078,2499.99318227685,2.0,probeB,3a,29999.9181873222,310,True
768909182,384,762602078,2499.99961735169,2.0,probeC,3a,29999.9954082203,290,True
768909184,319,762602078,2499.99329748279,2.0,probeD,3a,29999.9195697935,219,True
768909186,384,762602078,2499.99974901562,2.0,probeE,3a,29999.9969881875,314,True
768909188,210,762602078,2500.00315581995,2.0,probeF,3a,30000.0378698394,110,True
769322712,384,742951821,2499.99752339234,2.0,probeA,3a,29999.970280708,361,True
769322714,384,742951821,2499.99331925465,2.0,probeB,3a,29999.9198310558,364,True
769322716,384,742951821,2499.99991543114,2.0,probeC,3a,29999.9989851737,355,True
769322718,384,742951821,2499.99380499757,2.0,probeD,3a,29999.9256599708,365,True
769322720,155,742951821,2500.00015326405,2.0,probeE,3a,30000.0018391686,55,True
769322722,384,742951821,2500.00351462325,2.0,probeF,3a,30000.042175479,312,True
769322745,384,757216464,2499.99647913554,2.0,probeA,3a,29999.9577496264,341,True
769322747,384,757216464,2499.99258662685,2.0,probeB,3a,29999.9110395222,355,True
769322749,384,757216464,2499.99900402345,2.0,probeC,3a,29999.9880482814,333,True
769322751,384,757216464,2499.99266996207,2.0,probeD,3a,29999.9120395448,330,True
769322753,384,757216464,2499.99930106909,2.0,probeE,3a,29999.9916128291,358,True
769322755,345,757216464,2500.00248120473,2.0,probeF,3a,30000.0297744568,245,True
769322785,384,759883607,2499.99751398649,2.0,probeA,3a,29999.9701678378,285,True
769322789,384,759883607,2499.99351240747,2.0,probeB,3a,29999.9221488896,290,True
769322793,384,759883607,2499.99991840598,2.0,probeC,3a,29999.9990208718,290,True
769322797,384,759883607,2500.00018113277,2.0,probeE,3a,30000.0021735932,340,True
769322802,384,750749662,2499.99721860483,2.0,probeA,3a,29999.9666232579,336,True
769322804,384,750749662,2499.99289462267,2.0,probeB,3a,29999.9147354721,325,True
769322806,384,750749662,2499.99949483026,2.0,probeC,3a,29999.9939379632,312,True
769322808,384,750749662,2499.99327540388,2.0,probeD,3a,29999.9193048466,317,True
769322810,384,750749662,2499.99967252816,2.0,probeE,3a,29999.9960703379,367,True
769322812,383,750749662,2500.00313340625,2.0,probeF,3a,30000.0376008749,283,True
769322820,384,760693773,2499.99750467159,2.0,probeA,3a,29999.9700560591,307,True
769322824,384,760693773,2499.99329964521,2.0,probeB,3a,29999.9195957425,312,True
769322827,384,760693773,2499.99987540663,2.0,probeC,3a,29999.9985048795,291,True
769322829,369,760693773,2499.99356786706,2.0,probeD,3a,29999.9228144047,269,True
769322831,384,760693773,2500.00006575761,2.0,probeE,3a,30000.0007890914,333,True
769322833,384,760693773,2500.00356994626,2.0,probeF,3a,30000.0428393552,346,True
769322852,384,757970808,2499.99681696348,2.0,probeA,3a,29999.9618035618,317,True
769322856,384,757970808,2499.9993949887,2.0,probeC,3a,29999.9927398644,290,True
769322858,384,757970808,2499.99306710863,2.0,probeD,3a,29999.9168053036,292,True
769322860,384,757970808,2499.99969879638,2.0,probeE,3a,29999.9963855566,317,True
769322862,367,757970808,2500.00279763477,2.0,probeF,3a,30000.0335716172,267,True
769325777,384,743475441,2499.99725876024,2.0,probeA,3a,29999.9671051229,287,True
769325781,384,743475441,2499.99295701171,2.0,probeB,3a,29999.9154841405,298,True
769325786,384,743475441,2499.99970751774,2.0,probeC,3a,29999.9964902129,297,True
769326325,384,743475441,2499.99337998698,2.0,probeD,3a,29999.9205598438,289,True
769326329,384,743475441,2499.99966161978,2.0,probeE,3a,29999.9959394374,318,True
769326332,384,743475441,2500.00316241514,2.0,probeF,3a,30000.0379489817,290,True
770930067,367,758798717,2499.99650011642,2.0,probeA,3a,29999.9580013971,267,True
770930071,384,758798717,2499.99248127857,2.0,probeB,3a,29999.9097753428,341,True
770930073,384,758798717,2499.99908037187,2.0,probeC,3a,29999.9889644624,310,True
770930077,384,758798717,2499.9990512048,2.0,probeE,3a,29999.9886144576,290,True
773462985,384,767871931,2499.99699855213,2.0,probeA,3a,29999.9639826256,315,True
773462990,384,767871931,2499.9928945143,2.0,probeB,3a,29999.9147341716,315,True
773462993,384,767871931,2499.99941866516,2.0,probeC,3a,29999.9930239819,285,True
773462995,369,767871931,2499.99305529104,2.0,probeD,3a,29999.9166634925,269,True
773462997,384,767871931,2499.9997571425,2.0,probeE,3a,29999.99708571,333,True
773462999,384,767871931,2500.0029726773,2.0,probeF,3a,30000.0356721276,361,True
773463013,384,763673393,2499.99714781836,2.0,probeA,3a,29999.9657738203,314,True
773463015,384,763673393,2499.99290163911,2.0,probeB,3a,29999.9148196694,316,True
773463017,384,763673393,2499.99950132081,2.0,probeC,3a,29999.9940158497,288,True
773463019,364,763673393,2499.99326371641,2.0,probeD,3a,29999.919164597,264,True
773463023,384,763673393,2500.00005381764,2.0,probeE,3a,30000.0006458117,316,False
773463026,384,763673393,2500.00308094866,2.0,probeF,3a,30000.0369713839,317,True
773549842,384,768515987,2499.99748304635,2.0,probeA,3a,29999.9697965562,294,True
773549846,384,768515987,2499.99338930491,2.0,probeB,3a,29999.9206716589,314,True
773549848,384,768515987,2499.99986217464,2.0,probeC,3a,29999.9983460956,285,True
773549850,364,768515987,2499.99364362552,2.0,probeD,3a,29999.9237235062,264,True
773549852,384,768515987,2500.00023955361,2.0,probeE,3a,30000.0028746433,307,True
773549856,384,768515987,2500.00348511652,2.0,probeF,3a,30000.0418213982,337,True
773592315,384,766640955,2499.99737489216,2.0,probeA,3a,29999.968498706,312,True
773592318,384,766640955,2499.99323178347,2.0,probeB,3a,29999.9187814017,316,True
773592320,384,766640955,2499.99968136504,2.0,probeC,3a,29999.9961763805,288,True
773592324,366,766640955,2499.99324032597,2.0,probeD,3a,29999.9188839116,266,True
773592328,384,766640955,2500.00010848965,2.0,probeE,3a,30000.0013018758,313,True
773592330,384,766640955,2500.00322649928,2.0,probeF,3a,30000.0387179914,337,True
773621937,368,771160300,2499.9967929857,2.0,probeA,3a,29999.9615158284,268,True
773621939,345,771160300,2499.99264203284,2.0,probeB,3a,29999.911704394,245,True
773621942,364,771160300,2499.99923771868,2.0,probeC,3a,29999.9908526241,264,True
773621945,367,771160300,2499.99287122655,2.0,probeD,3a,29999.9144547186,267,True
773621948,384,771160300,2499.99945842374,2.0,probeE,3a,29999.9935010848,335,True
773621950,384,771160300,2500.0027774883,2.0,probeF,3a,30000.0333298596,292,True
773654723,384,771990200,2499.99697772007,2.0,probeA,3a,29999.9637326408,292,True
773654726,384,771990200,2499.99286783467,2.0,probeB,3a,29999.9144140161,285,True
773654728,368,771990200,2499.99895005195,2.0,probeC,3a,29999.9874006234,268,True
773654730,344,771990200,2499.9931101016,2.0,probeD,3a,29999.9173212192,244,True
773654732,384,771990200,2499.99965996106,2.0,probeE,3a,29999.9959195327,291,True
773654734,384,771990200,2500.00292191221,2.0,probeF,3a,30000.0350629465,341,True
792586836,384,787025148,2499.9969297656,2.0,probeA,3a,29999.9631571872,292,True
792586840,384,787025148,2499.99287604926,2.0,probeB,3a,29999.9145125912,315,True
792586842,384,787025148,2499.99939498067,2.0,probeC,3a,29999.992739768,312,True
792586845,384,787025148,2499.99304965596,2.0,probeD,3a,29999.9165958715,290,True
792586848,384,787025148,2499.99968143171,2.0,probeE,3a,29999.9961771806,334,True
792586852,384,787025148,2500.00288447524,2.0,probeF,3a,30000.0346137029,337,True
792586876,384,781842082,2499.99740718541,2.0,probeA,3a,29999.9688862249,284,True
792586879,384,781842082,2499.99327534831,2.0,probeB,3a,29999.9193041797,292,True
792586881,384,781842082,2499.99990712047,2.0,probeC,3a,29999.9988854456,292,True
792586883,368,781842082,2499.9933881926,2.0,probeD,3a,29999.9206583112,268,True
792586887,384,781842082,2500.00002864509,2.0,probeE,3a,30000.0003437411,316,True
792586891,384,781842082,2500.00337925249,2.0,probeF,3a,30000.0405510299,336,True
792602650,339,774875821,2499.99671930268,2.0,probeA,3a,29999.9606316321,239,True
792602652,340,774875821,2499.99259263938,2.0,probeB,3a,29999.9111116725,240,True
792602654,320,774875821,2499.99921249509,2.0,probeC,3a,29999.990549941,220,True
792602656,319,774875821,2499.99271300039,2.0,probeD,3a,29999.9125560047,219,True
792602658,369,774875821,2499.99940163382,2.0,probeE,3a,29999.9928196059,269,True
792602660,384,774875821,2500.00272015889,2.0,probeF,3a,30000.0326419067,292,True
792607545,370,778240327,2499.99741655431,2.0,probeA,3a,29999.9689986517,270,True
792607547,375,778240327,2499.99327352454,2.0,probeB,3a,29999.9192822945,275,True
792607549,370,778240327,2499.99989416815,2.0,probeC,3a,29999.9987300178,270,True
792607553,369,778240327,2499.99347862503,2.0,probeD,3a,29999.9217435003,269,True
792607557,384,778240327,2500.00006645256,2.0,probeE,3a,30000.0007974307,312,True
792607559,384,778240327,2500.00336446833,2.0,probeF,3a,30000.04037362,317,True
792623916,368,786091066,2499.99712595966,2.0,probeA,3a,29999.9655115159,268,True
792623919,370,786091066,2499.99315039192,2.0,probeB,3a,29999.917804703,270,True
792623921,345,786091066,2499.99954775747,2.0,probeC,3a,29999.9945730896,245,True
792623925,338,786091066,2499.99334135806,2.0,probeD,3a,29999.9200962967,238,True
792623928,384,786091066,2499.99974740388,2.0,probeE,3a,29999.9969688466,292,True
792623931,384,786091066,2500.00317611405,2.0,probeF,3a,30000.0381133686,317,True
792626841,384,778998620,2499.99663372706,2.0,probeA,3a,29999.9596047248,293,True
792626844,384,778998620,2499.99265850208,2.0,probeB,3a,29999.911902025,313,True
792626847,384,778998620,2499.9992809648,2.0,probeC,3a,29999.9913715776,316,True
792626851,384,778998620,2499.9927808167,2.0,probeD,3a,29999.9133698004,313,True
792626853,384,778998620,2499.99937706914,2.0,probeE,3a,29999.9925248297,341,True
792626855,384,778998620,2500.00273198429,2.0,probeF,3a,30000.0327838115,342,True
792645490,384,779839471,2499.99686836509,2.0,probeA,3a,29999.9624203811,294,True
792645493,384,779839471,2499.99279749845,2.0,probeB,3a,29999.9135699814,292,True
792645497,365,779839471,2499.99948165448,2.0,probeC,3a,29999.9937798538,265,True
792645499,343,779839471,2499.99293549393,2.0,probeD,3a,29999.9152259272,243,True
792645501,384,779839471,2499.99959377581,2.0,probeE,3a,29999.9951253097,293,True
792645504,384,779839471,2500.00295741561,2.0,probeF,3a,30000.0354889874,317,True
792676154,360,773418906,2499.99703655213,2.0,probeA,3a,29999.9644386255,260,True
792676156,370,773418906,2499.99304331475,2.0,probeB,3a,29999.9165197769,270,True
792676158,344,773418906,2499.99959808885,2.0,probeC,3a,29999.9951770662,244,True
792676160,345,773418906,2499.99315543588,2.0,probeD,3a,29999.9178652306,245,True
792676162,384,773418906,2499.9997360841,2.0,probeE,3a,29999.9968330092,316,True
792676164,384,773418906,2500.00296172293,2.0,probeF,3a,30000.0355406752,316,True
800036196,384,798911424,2499.99716451928,2.0,probeA,3a,29999.9659742314,289,True
800036198,375,798911424,2499.9931000625,2.0,probeB,3a,29999.9172007499,275,True
800036200,345,798911424,2499.99967066655,2.0,probeC,3a,29999.9960479985,245,True
800036202,321,798911424,2499.99332497315,2.0,probeD,3a,29999.9198996778,221,True
800036204,384,798911424,2499.99995180486,2.0,probeE,3a,29999.9994216583,293,True
800036206,384,798911424,2500.00320497679,2.0,probeF,3a,30000.0384597215,340,True
805002027,384,789848216,2499.99718510543,2.0,probeA,3a,29999.9662212651,291,True
805002029,384,789848216,2499.99316141735,2.0,probeB,3a,29999.9179370082,300,True
805002031,384,789848216,2499.99970729145,2.0,probeC,3a,29999.9964874975,286,True
805002033,368,789848216,2499.99336386706,2.0,probeD,3a,29999.9203664047,268,True
805002035,384,789848216,2499.99998565981,2.0,probeE,3a,29999.9998279177,331,True
805002037,384,789848216,2500.00315737201,2.0,probeF,3a,30000.0378884641,339,True
805008600,368,791319847,2499.99685307778,2.0,probeA,3a,29999.9622369333,268,True
805008602,375,791319847,2499.99276836306,2.0,probeB,3a,29999.9132203568,275,True
805008604,364,791319847,2499.99943120146,2.0,probeC,3a,29999.9931744176,264,True
805008606,364,791319847,2499.99296977898,2.0,probeD,3a,29999.9156373477,264,True
805008608,384,791319847,2499.99965678728,2.0,probeE,3a,29999.9958814474,316,True
805008610,384,791319847,2500.00295195162,2.0,probeF,3a,30000.0354234194,336,True
805124802,345,793224716,2499.99645753308,2.0,probeA,3a,29999.9574903969,245,True
805124804,384,793224716,2499.99251483552,2.0,probeB,3a,29999.9101780262,285,True
805124806,368,793224716,2499.99905477445,2.0,probeC,3a,29999.9886572934,268,True
805124809,343,793224716,2499.9928299107,2.0,probeD,3a,29999.9139589284,243,True
805124812,384,793224716,2499.999437974,2.0,probeE,3a,29999.993255688,314,True
805124815,384,793224716,2500.00259724137,2.0,probeF,3a,30000.0311668965,318,True
805579698,250,799864342,2499.99674894521,2.0,probeA,3a,29999.9609873425,150,True
805579700,384,799864342,2499.99287341175,2.0,probeB,3a,29999.914480941,312,True
805579703,370,799864342,2499.99947907809,2.0,probeC,3a,29999.9937489371,270,True
805579706,321,799864342,2499.99318722012,2.0,probeD,3a,29999.9182466415,221,True
805579710,384,799864342,2499.99989487419,2.0,probeE,3a,29999.9987384903,310,True
805579713,384,799864342,2500.00299373192,2.0,probeF,3a,30000.0359247831,363,True
805579734,384,797828357,2499.99712704921,2.0,probeA,3a,29999.9655245905,340,True
805579738,384,797828357,2499.9929509701,2.0,probeB,3a,29999.9154116412,353,True
805579741,384,797828357,2499.99959436937,2.0,probeC,3a,29999.9951324325,337,True
805579745,384,797828357,2499.9931985006,2.0,probeD,3a,29999.9183820072,291,True
805579749,384,797828357,2499.99995342692,2.0,probeE,3a,29999.999441123,341,True
805579753,384,797828357,2500.00309972067,2.0,probeF,3a,30000.037196648,375,True
810753195,384,760345702,2499.99718418422,2.0,probeA,3a,29999.9662102106,291,True
810753197,384,760345702,2499.99303428507,2.0,probeB,3a,29999.9164114209,311,True
810753199,384,760345702,2499.99951686437,2.0,probeC,3a,29999.9942023725,288,True
810753201,384,760345702,2499.99325270082,2.0,probeD,3a,29999.9190324098,289,True
810753203,384,760345702,2499.99972654349,2.0,probeE,3a,29999.9967185219,316,True
810755797,384,715093703,2499.99623717047,2.0,probeA,3a,29999.9548460456,326,True
810755799,384,715093703,2499.99219314963,2.0,probeB,3a,29999.9063177956,340,True
810755801,384,715093703,2499.99878913475,2.0,probeC,3a,29999.9854696171,339,True
810755803,384,715093703,2499.99234166849,2.0,probeD,3a,29999.9081000219,313,True
810755805,384,715093703,2499.99880660725,2.0,probeE,3a,29999.985679287,340,True
810755807,262,715093703,2500.00233611436,2.0,probeF,3a,30000.0280333723,162,True
810758777,369,794812542,2499.99677603883,2.0,probeA,3a,29999.961312466,269,True
810758779,384,794812542,2499.99276957941,2.0,probeB,3a,29999.9132349529,295,True
810758781,384,794812542,2499.99934734861,2.0,probeC,3a,29999.9921681834,291,True
810758783,367,794812542,2499.99306002636,2.0,probeD,3a,29999.9167203163,267,True
810758785,384,794812542,2499.99962925301,2.0,probeE,3a,29999.9955510361,314,True
810758787,384,794812542,2500.00288396738,2.0,probeF,3a,30000.0346076086,338,True
820311754,370,819186360,2499.99760464888,2.0,probeA,3a,29999.9712557865,270,True
820311756,338,819186360,2499.99358961669,2.0,probeB,3a,29999.9230754002,238,True
820311760,384,819186360,2499.99373484125,2.0,probeD,3a,29999.924818095,310,True
820311762,384,819186360,2500.00038954355,2.0,probeE,3a,30000.0046745226,317,True
820311764,384,819186360,2500.00369553814,2.0,probeF,3a,30000.0443464577,333,True
822645893,195,821695405,2499.99705093605,2.0,probeA,3a,29999.9646112326,95,True
822645895,368,821695405,2499.99304405568,2.0,probeB,3a,29999.9165286682,268,True
822645897,384,821695405,2499.99973343701,2.0,probeC,3a,29999.9968012441,331,True
822645899,384,821695405,2499.99311997552,2.0,probeD,3a,29999.9174397063,335,True
822645901,361,821695405,2499.99989371223,2.0,probeE,3a,29999.9987245467,261,True
832129149,210,829720705,2499.99692007436,2.0,probeA,3a,29999.9630408923,110,True
832129154,360,829720705,2499.99968647464,2.0,probeC,3a,29999.9962376956,260,True
832129157,369,829720705,2499.99327345581,2.0,probeD,3a,29999.9192814697,269,True
832129159,321,829720705,2499.99977030495,2.0,probeE,3a,29999.9972436594,221,True
832129161,344,829720705,2500.00319896468,2.0,probeF,3a,30000.0383875762,244,True
832810573,384,831882777,2499.99735860152,2.0,probeA,3a,29999.9683032182,291,True
832810576,384,831882777,2499.99340333794,2.0,probeB,3a,29999.9208400553,287,True
832810578,384,831882777,2500.00013497444,2.0,probeC,3a,30000.0016196932,300,True
832810580,290,831882777,2499.99371941732,2.0,probeD,3a,29999.9246330078,190,True
832810582,205,831882777,2500.00011788907,2.0,probeE,3a,30000.0014146688,105,True
832810584,360,831882777,2500.00329642647,2.0,probeF,3a,30000.0395571176,260,False
836943713,384,816200189,2499.99734663262,2.0,probeA,3a,29999.9681595915,360,True
836943715,355,816200189,2499.99326332551,2.0,probeB,3a,29999.9191599061,255,True
836943717,381,816200189,2499.99992021124,2.0,probeC,3a,29999.9990425349,281,True
836943719,370,816200189,2499.99348235348,2.0,probeD,3a,29999.9217882418,270,True
836943721,384,816200189,2500.00017052892,2.0,probeE,3a,30000.002046347,316,True
836962814,384,819701982,2499.99746490348,2.0,probeA,3a,29999.9695788418,357,True
836962816,336,819701982,2499.99342850526,2.0,probeB,3a,29999.9211420631,236,True
836962820,370,819701982,2499.99370100472,2.0,probeD,3a,29999.9244120566,270,True
836962822,369,819701982,2500.00012177319,2.0,probeE,3a,30000.0014612783,269,True
836962824,384,819701982,2500.00352801642,2.0,probeF,3a,30000.042336197,360,True
837761708,346,835479236,2499.99365330844,2.0,probeB,3a,29999.9238397013,246,True
837761710,384,835479236,2500.00011666399,2.0,probeC,3a,30000.0013999679,284,True
837761712,384,835479236,2499.99386619894,2.0,probeD,3a,29999.9263943873,290,True
837761714,261,835479236,2500.00026142953,2.0,probeE,3a,30000.0031371544,161,True
837761716,346,835479236,2500.00370174,2.0,probeF,3a,30000.04442088,246,True
841431754,384,840012044,2500.02347061411,2.0,probeA,PXI,30000.2816473693,300,True
841431758,384,840012044,2500.02344526605,2.0,probeD,PXI,30000.2813431926,303,True
841435557,371,839068429,2500.02403799352,2.0,probeA,PXI,30000.2884559222,271,True
841435559,383,839068429,2500.02403799352,2.0,probeD,PXI,30000.2884559222,283,True
846401828,368,839557629,2499.99651375394,,probeA,3a,29999.9581650472,268,False
846401830,297,839557629,2499.99259729757,,probeB,3a,29999.9111675708,197,False
846401834,384,839557629,0.0,,probeC,3a,0.0,302,False
846401838,321,839557629,2499.99286296528,,probeD,3a,29999.9143555834,221,False
846401841,364,839557629,2499.99927327024,,probeE,3a,29999.9912792429,264,False
848037568,384,847657808,2500.02351866394,2.0,probeA,PXI,30000.2822239673,327,True
848037570,384,847657808,2500.01952236168,2.0,probeB,PXI,30000.2342683402,285,True
848037572,332,847657808,2500.02516820147,2.0,probeC,PXI,30000.3020184177,232,True
848037574,381,847657808,2500.02355267503,2.0,probeD,PXI,30000.2826321003,281,True
848037576,356,847657808,2500.0256528594,2.0,probeE,PXI,30000.3078343129,256,True
848037578,375,847657808,2500.02200517075,2.0,probeF,PXI,30000.264062049,275,True
868297127,365,840012044,2500.01923748801,2.0,probeB,PXI,30000.2308498562,265,True
868297129,315,840012044,2500.02512668739,2.0,probeC,PXI,30000.3015202487,215,True
868297131,384,840012044,2500.02546466153,2.0,probeE,PXI,30000.3055759384,291,True
868297133,384,840012044,2500.02157795893,2.0,probeF,PXI,30000.2589355071,297,True
868929135,346,839068429,2500.020020154,2.0,probeB,PXI,30000.2402418479,246,True
868929138,308,839068429,2500.02582647281,2.0,probeC,PXI,30000.3099176737,208,True
868929140,336,839068429,2500.02612593911,2.0,probeE,PXI,30000.3135112693,236,True
868929142,339,839068429,2500.0223243808,2.0,probeF,PXI,30000.2678925696,239,True
