node_ids unit_ids session_id ecephys_structure_acronym
142 951096645 798911424 CA1
143 951096652 798911424 CA1
144 951096806 798911424 CA1
145 951097006 798911424 CA1
146 951097155 798911424 CA1
147 951097168 798911424 CA1
148 951097274 798911424 CA1
149 951096822 798911424 CA1
150 951096837 798911424 CA1
151 951096853 798911424 CA1
152 951096869 798911424 CA1
153 951096888 798911424 CA1
154 951096903 798911424 CA1
155 951096918 798911424 CA1
156 951096933 798911424 CA1
157 951096967 798911424 CA1
158 951099448 798911424 CA1
159 951096947 798911424 CA1
160 951097143 798911424 CA1
161 951097181 798911424 CA1
162 951097206 798911424 CA1
163 951097219 798911424 CA1
164 951097248 798911424 CA1
165 951099202 798911424 CA1
166 951097023 798911424 CA1
167 951097068 798911424 CA1
168 951097082 798911424 CA1
169 951097039 798911424 CA1
170 951097300 798911424 CA1
171 951097314 798911424 CA1
172 951097326 798911424 CA1
173 951097339 798911424 CA1
174 951097353 798911424 CA1
175 951097368 798911424 CA1
176 951097122 798911424 CA1
177 951097131 798911424 CA1
178 951097232 798911424 CA1
179 951097261 798911424 CA1
180 951097287 798911424 CA1
181 951097383 798911424 CA1
182 951097397 798911424 CA1
183 951099217 798911424 CA1
184 951099232 798911424 CA1
185 951099189 798911424 CA1
186 951099843 798911424 DG
187 951099867 798911424 DG
188 951099893 798911424 DG
189 951099918 798911424 DG
190 951099931 798911424 DG
191 951099942 798911424 DG
192 951099954 798911424 DG
193 951104943 798911424 DG
194 951099975 798911424 DG
195 951100018 798911424 DG
196 951100032 798911424 DG
197 951104966 798911424 DG
198 951099988 798911424 DG
199 951100002 798911424 DG
200 951100045 798911424 DG
201 951100080 798911424 DG
202 951100116 798911424 DG
203 951100094 798911424 DG
204 951104955 798911424 DG
205 951100127 798911424 DG
206 951100145 798911424 DG
207 951100155 798911424 DG
208 951100166 798911424 DG
209 951100178 798911424 DG
210 951100200 798911424 DG
211 951100224 798911424 DG
212 951100273 798911424 DG
213 951104977 798911424 DG
214 951100248 798911424 ProS
215 951100260 798911424 ProS
216 951104990 798911424 ProS
217 951100303 798911424 ProS
218 951100382 798911424 ProS
219 951100316 798911424 ProS
220 951100328 798911424 ProS
221 951100339 798911424 ProS
222 951100360 798911424 ProS
223 951100371 798911424 ProS
224 951105008 798911424 ProS
225 951100393 798911424 ProS
226 951100405 798911424 ProS
227 951100415 798911424 ProS
228 951100426 798911424 ProS
229 951100471 798911424 ProS
230 951105026 798911424 ProS
231 951105626 798911424 ProS
232 951100487 798911424 ProS
233 951100502 798911424 ProS
234 951100520 798911424 ProS
235 951100587 798911424 ProS
236 951105038 798911424 ProS
237 951105049 798911424 ProS
238 951100534 798911424 ProS
239 951105491 798911424 ProS
240 951100560 798911424 ProS
241 951100574 798911424 ProS
242 951100599 798911424 ProS
243 951100609 798911424 ProS
244 951100620 798911424 ProS
245 951100628 798911424 ProS
246 951105061 798911424 ProS
247 951105074 798911424 ProS
248 951100650 798911424 ProS
249 951100800 798911424 SUB
250 951100831 798911424 SUB
251 951100858 798911424 SUB
252 951100898 798911424 SUB
253 951100926 798911424 SUB
254 951100942 798911424 SUB
255 951100982 798911424 SUB
256 951101013 798911424 SUB
257 951101045 798911424 SUB
258 951101058 798911424 SUB
259 951105578 798911424 SUB
260 951101035 798911424 SUB
261 951101081 798911424 SUB
262 951101095 798911424 SUB
263 951101107 798911424 SUB
264 951101118 798911424 SUB
265 951101129 798911424 SUB
266 951101140 798911424 SUB
267 951101069 798911424 SUB
268 951101162 798911424 SUB
269 951101174 798911424 SUB
270 951101193 798911424 SUB
271 951101215 798911424 SUB
272 951101246 798911424 SUB
273 951101184 798911424 SUB
274 951101204 798911424 SUB
275 951101374 798911424 SUB
276 951101389 798911424 SUB
277 951101405 798911424 SUB
278 951101433 798911424 SUB
279 951101258 798911424 SUB
280 951101271 798911424 SUB
281 951101284 798911424 SUB
282 951101299 798911424 SUB
283 951101313 798911424 SUB
284 951101328 798911424 SUB
285 951101343 798911424 SUB
286 951101446 798911424 SUB
287 951101660 798911424 SUB
288 951101678 798911424 SUB
289 951101691 798911424 SUB
290 951101705 798911424 SUB
291 951101752 798911424 SUB
292 951101472 798911424 SUB
293 951101486 798911424 SUB
294 951101511 798911424 SUB
295 951101525 798911424 SUB
296 951101771 798911424 SUB
297 951101538 798911424 SUB
298 951101551 798911424 SUB
299 951101565 798911424 SUB
300 951101577 798911424 SUB
301 951101590 798911424 SUB
302 951101604 798911424 SUB
303 951101620 798911424 SUB
304 951101825 798911424 SUB
305 951101836 798911424 SUB
306 951101850 798911424 SUB
307 951101647 798911424 SUB
308 951101719 798911424 SUB
309 951101884 798911424 SUB
310 951101904 798911424 SUB
311 951101917 798911424 SUB
312 951101958 798911424 SUB
313 951102076 798911424 SUB
314 951101798 798911424 SUB
315 951101811 798911424 SUB
316 951101971 798911424 SUB
317 951102092 798911424 SUB
318 951101863 798911424 SUB
319 951101996 798911424 SUB
320 951102008 798911424 SUB
321 951102019 798911424 SUB
322 951102034 798911424 SUB
323 951102049 798911424 SUB
324 951105123 798911424 SUB
325 951101931 798911424 SUB
326 951101945 798911424 SUB
327 951105112 798911424 SUB
328 951101983 798911424 SUB
329 951102121 798911424 SUB
330 951102220 798911424 SUB
331 951102109 798911424 SUB
332 951102136 798911424 SUB
333 951102152 798911424 SUB
334 951102169 798911424 SUB
335 951102180 798911424 SUB
336 951102192 798911424 SUB
337 951102207 798911424 SUB
338 951102277 798911424 SUB
339 951102235 798911424 SUB
340 951102247 798911424 SUB
341 951102261 798911424 SUB
342 951102290 798911424 SUB
343 951102300 798911424 SUB
344 951102321 798911424 SUB
345 951102373 798911424 SUB
346 951104934 798911424 DG
347 951105817 798911424 CA3
348 951105826 798911424 CA3
349 951105835 798911424 CA3
350 951105844 798911424 CA3
351 951105927 798911424 CA2
352 951105963 798911424 CA2
353 951106035 798911424 CA2
354 951106047 798911424 CA1
355 951106071 798911424 CA1
356 951110228 798911424 CA1
357 951106083 798911424 CA1
358 951106095 798911424 CA1
359 951106126 798911424 CA1
360 951106105 798911424 CA1
361 951106116 798911424 CA1
362 951106149 798911424 CA1
363 951106161 798911424 CA1
364 951106171 798911424 CA1
365 951106204 798911424 CA1
366 951106229 798911424 CA1
367 951106241 798911424 CA1
368 951106278 798911424 CA1
369 951106293 798911424 CA1
370 951106354 798911424 CA1
371 951106365 798911424 CA1
372 951106376 798911424 CA1
373 951106458 798911424 CA1
374 951106476 798911424 CA1
375 951106493 798911424 CA1
376 951106601 798911424 CA1
377 951110240 798911424 CA1
378 951106527 798911424 CA1
379 951106541 798911424 CA1
380 951106554 798911424 CA1
381 951106569 798911424 CA1
382 951106581 798911424 CA1
383 951106592 798911424 CA1
384 951109848 798911424 CA1
385 951109856 798911424 CA1
386 951106646 798911424 CA1
387 951106655 798911424 CA1
388 951109865 798911424 CA1
389 951106670 798911424 CA1
390 951106677 798911424 CA1
391 951106684 798911424 CA1
392 951106691 798911424 CA1
393 951106705 798911424 CA1
394 951109872 798911424 CA1
395 951106718 798911424 CA1
396 951106725 798911424 CA1
397 951106741 798911424 CA1
398 951106749 798911424 CA1
399 951106759 798911424 CA1
400 951106767 798911424 CA1
401 951106777 798911424 CA1
402 951109881 798911424 CA1
403 951106790 798911424 CA1
404 951106800 798911424 CA1
405 951106810 798911424 CA1
406 951106820 798911424 CA1
407 951106830 798911424 CA1
408 951106841 798911424 CA1
409 951106851 798911424 CA1
410 951106860 798911424 CA1
411 951109891 798911424 CA1
412 951106869 798911424 CA1
413 951106880 798911424 CA1
414 951106891 798911424 CA1
415 951106902 798911424 CA1
416 951106911 798911424 CA1
417 951106922 798911424 CA1
418 951106936 798911424 CA1
419 951106948 798911424 CA1
420 951106969 798911424 CA1
421 951106985 798911424 CA1
422 951107009 798911424 CA1
423 951107044 798911424 CA1
424 951107067 798911424 CA1
425 951107078 798911424 CA1
426 951107087 798911424 CA1
427 951107098 798911424 CA1
428 951107110 798911424 CA1
429 951107121 798911424 CA1
430 951107136 798911424 CA1
431 951107191 798911424 CA1
432 951107148 798911424 CA1
433 951107165 798911424 CA1
434 951107180 798911424 CA1
435 951107200 798911424 CA1
436 951107209 798911424 CA1
437 951107234 798911424 CA1
438 951107246 798911424 CA1
439 951107257 798911424 CA1
440 951107266 798911424 CA1
441 951107278 798911424 CA1
442 951107288 798911424 CA1
443 951107299 798911424 CA1
444 951107311 798911424 CA1
445 951107370 798911424 CA1
446 951109900 798911424 CA1
447 951110172 798911424 CA1
448 951107395 798911424 CA1
449 951107405 798911424 CA1
450 951107416 798911424 CA1
451 951107426 798911424 CA1
452 951107452 798911424 CA1
453 951109909 798911424 CA1
454 951109918 798911424 CA1
455 951107462 798911424 CA1
456 951107474 798911424 CA1
457 951107486 798911424 CA1
458 951107496 798911424 CA1
459 951107507 798911424 CA1
460 951107517 798911424 CA1
461 951107528 798911424 CA1
462 951107540 798911424 CA1
463 951107551 798911424 CA1
464 951107563 798911424 CA1
465 951107575 798911424 CA1
466 951107585 798911424 CA1
467 951107735 798911424 CA1
468 951107778 798911424 CA1
469 951107606 798911424 CA1
470 951107622 798911424 CA1
471 951107634 798911424 CA1
472 951107673 798911424 CA1
473 951107697 798911424 CA1
474 951107761 798911424 CA1
475 951107851 798911424 CA1
476 951107789 798911424 CA1
477 951107801 798911424 CA1
478 951107814 798911424 CA1
479 951107828 798911424 CA1
480 951107839 798911424 CA1
481 951107860 798911424 CA1
482 951107872 798911424 CA1
483 951107898 798911424 CA1
484 951109929 798911424 CA1
485 951107908 798911424 CA1
486 951107952 798911424 CA1
487 951107972 798911424 CA1
488 951108036 798911424 CA1
489 951108060 798911424 CA1
490 951108083 798911424 CA1
491 951108120 798911424 CA1
492 951108131 798911424 CA1
493 951108157 798911424 CA1
494 951108191 798911424 CA1
495 951108208 798911424 CA1
496 951108262 798911424 CA1
497 951108287 798911424 CA1
498 951108299 798911424 CA1
499 951108309 798911424 CA1
500 951110743 798911424 CA3
501 951110751 798911424 CA3
502 951110760 798911424 CA3
503 951110765 798911424 CA3
504 951110772 798911424 CA3
505 951110778 798911424 CA3
506 951110802 798911424 CA3
507 951110809 798911424 CA3
508 951113945 798911424 CA3
509 951110783 798911424 CA3
510 951110789 798911424 CA3
511 951110795 798911424 CA3
512 951110971 798911424 CA3
513 951110979 798911424 CA3
514 951113930 798911424 CA3
515 951113937 798911424 CA3
516 951110815 798911424 CA3
517 951110820 798911424 CA3
518 951110826 798911424 CA3
519 951110833 798911424 CA3
520 951110839 798911424 CA3
521 951110844 798911424 CA3
522 951110850 798911424 CA3
523 951110858 798911424 CA3
524 951110903 798911424 CA3
525 951113959 798911424 CA3
526 951114211 798911424 CA3
527 951110865 798911424 CA3
528 951110871 798911424 CA3
529 951110878 798911424 CA3
530 951110897 798911424 CA3
531 951110909 798911424 CA3
532 951111062 798911424 CA3
533 951113966 798911424 CA3
534 951110924 798911424 CA3
535 951110932 798911424 CA3
536 951110942 798911424 CA3
537 951110949 798911424 CA3
538 951110956 798911424 CA3
539 951111070 798911424 CA3
540 951110963 798911424 CA3
541 951111022 798911424 CA3
542 951111030 798911424 CA3
543 951111077 798911424 CA3
544 951111086 798911424 CA3
545 951111094 798911424 CA3
546 951111119 798911424 CA3
547 951111133 798911424 CA3
548 951111142 798911424 CA3
549 951111150 798911424 CA3
550 951111174 798911424 CA3
551 951111271 798911424 CA3
552 951111317 798911424 CA2
553 951111324 798911424 CA2
554 951111333 798911424 CA2
555 951111374 798911424 CA1
556 951111383 798911424 CA1
557 951111418 798911424 CA1
558 951111426 798911424 CA1
559 951111443 798911424 CA1
560 951111459 798911424 CA1
561 951111470 798911424 CA1
562 951111478 798911424 CA1
563 951111504 798911424 CA1
564 951111509 798911424 CA1
565 951111529 798911424 CA1
566 951111549 798911424 CA1
567 951111556 798911424 CA1
568 951111573 798911424 CA1
569 951111606 798911424 CA1
570 951113982 798911424 CA1
571 951111588 798911424 CA1
572 951111625 798911424 CA1
573 951111643 798911424 CA1
574 951111653 798911424 CA1
575 951111672 798911424 CA1
576 951111680 798911424 CA1
577 951111699 798911424 CA1
578 951111708 798911424 CA1
579 951111717 798911424 CA1
580 951111743 798911424 CA1
581 951111758 798911424 CA1
582 951111725 798911424 CA1
583 951111734 798911424 CA1
584 951112050 798911424 CA1
585 951112059 798911424 CA1
586 951112067 798911424 CA1
587 951112132 798911424 CA1
588 951114001 798911424 CA1
589 951111751 798911424 CA1
590 951111774 798911424 CA1
591 951111785 798911424 CA1
592 951111793 798911424 CA1
593 951111802 798911424 CA1
594 951111808 798911424 CA1
595 951111816 798911424 CA1
596 951114010 798911424 CA1
597 951114266 798911424 CA1
598 951111822 798911424 CA1
599 951111875 798911424 CA1
600 951111883 798911424 CA1
601 951111890 798911424 CA1
602 951111896 798911424 CA1
603 951111904 798911424 CA1
604 951111911 798911424 CA1
605 951111920 798911424 CA1
606 951111929 798911424 CA1
607 951111936 798911424 CA1
608 951114037 798911424 CA1
609 951114276 798911424 CA1
610 951114313 798911424 CA1
611 951111827 798911424 CA1
612 951111836 798911424 CA1
613 951111844 798911424 CA1
614 951111853 798911424 CA1
615 951111861 798911424 CA1
616 951111870 798911424 CA1
617 951114019 798911424 CA1
618 951111945 798911424 CA1
619 951111951 798911424 CA1
620 951111958 798911424 CA1
621 951111965 798911424 CA1
622 951111972 798911424 CA1
623 951111981 798911424 CA1
624 951111989 798911424 CA1
625 951111996 798911424 CA1
626 951112004 798911424 CA1
627 951112011 798911424 CA1
628 951112025 798911424 CA1
629 951112092 798911424 CA1
630 951112155 798911424 CA1
631 951112163 798911424 CA1
632 951112080 798911424 CA1
633 951112100 798911424 CA1
634 951112108 798911424 CA1
635 951112116 798911424 CA1
636 951112125 798911424 CA1
637 951112138 798911424 CA1
638 951112147 798911424 CA1
639 951112171 798911424 CA1
640 951112179 798911424 CA1
641 951112201 798911424 CA1
642 951112208 798911424 CA1
643 951112217 798911424 CA1
644 951112225 798911424 CA1
645 951114252 798911424 CA1
646 951115601 798911424 CA3
647 951115615 798911424 CA3
648 951115632 798911424 CA3
649 951117507 798911424 CA3
650 951115781 798911424 CA3
651 951117297 798911424 CA3
652 951115790 798911424 CA3
653 951115798 798911424 CA3
654 951117313 798911424 CA3
655 951117320 798911424 CA3
656 951117498 798911424 CA3
657 951115813 798911424 DG
658 951115821 798911424 DG
659 951115837 798911424 DG
660 951115844 798911424 DG
661 951115864 798911424 DG
662 951115850 798911424 DG
663 951115871 798911424 DG
664 951115879 798911424 DG
665 951115886 798911424 DG
666 951115903 798911424 DG
667 951115909 798911424 DG
668 951115917 798911424 DG
669 951117335 798911424 DG
670 951117516 798911424 DG
671 951117525 798911424 DG
672 951115927 798911424 DG
673 951115935 798911424 DG
674 951117342 798911424 DG
675 951115951 798911424 DG
676 951117349 798911424 DG
677 951117358 798911424 DG
678 951115960 798911424 DG
679 951115967 798911424 DG
680 951115983 798911424 DG
681 951116003 798911424 CA1
682 951116020 798911424 CA1
683 951116010 798911424 CA1
684 951116030 798911424 CA1
685 951116040 798911424 CA1
686 951116092 798911424 CA1
687 951116151 798911424 CA1
688 951117365 798911424 CA1
689 951116159 798911424 CA1
690 951116185 798911424 CA1
691 951116205 798911424 CA1
692 951116211 798911424 CA1
693 951116218 798911424 CA1
694 951116224 798911424 CA1
695 951116395 798911424 CA1
696 951116404 798911424 CA1
697 951116440 798911424 CA1
698 951116230 798911424 CA1
699 951116236 798911424 CA1
700 951116242 798911424 CA1
701 951116248 798911424 CA1
702 951116256 798911424 CA1
703 951116270 798911424 CA1
704 951116278 798911424 CA1
705 951116313 798911424 CA1
706 951116318 798911424 CA1
707 951116325 798911424 CA1
708 951116332 798911424 CA1
709 951117372 798911424 CA1
710 951116291 798911424 CA1
711 951116296 798911424 CA1
712 951116356 798911424 CA1
713 951116374 798911424 CA1
714 951116339 798911424 CA1
715 951116349 798911424 CA1
716 951116424 798911424 CA1
717 951116459 798911424 CA1
718 951116451 798911424 CA1
719 951116465 798911424 CA1
720 951117305 798911424 DG
721 951117328 798911424 DG
