node_ids unit_ids session_id ecephys_structure_acronym
311 951766965 754829445 LP
312 951766968 754829445 LP
313 951766973 754829445 LP
314 951766983 754829445 LP
315 951766990 754829445 LP
316 951766995 754829445 LP
317 951769144 754829445 LP
318 951769383 754829445 LP
319 951767001 754829445 LP
320 951767006 754829445 LP
321 951767013 754829445 LP
322 951767038 754829445 LP
323 951767045 754829445 LP
324 951767050 754829445 LP
325 951767056 754829445 LP
326 951767061 754829445 LP
327 951767067 754829445 LP
328 951767074 754829445 LP
329 951767078 754829445 LP
330 951769149 754829445 LP
331 951767092 754829445 LP
332 951767098 754829445 LP
333 951767108 754829445 LP
334 951767112 754829445 LP
335 951767120 754829445 LP
336 951767133 754829445 LP
337 951767138 754829445 LP
338 951767144 754829445 LP
339 951767152 754829445 LP
340 951768990 754829445 PO
341 951769029 754829445 LP
342 951770501 754829445 POL
343 951770508 754829445 POL
344 951770513 754829445 POL
345 951770519 754829445 POL
346 951770530 754829445 POL
347 951772045 754829445 POL
348 951772049 754829445 POL
349 951772142 754829445 POL
350 951770525 754829445 POL
351 951770536 754829445 POL
352 951772137 754829445 POL
353 951770542 754829445 POL
354 951770548 754829445 POL
355 951772063 754829445 POL
356 951772073 754829445 POL
357 951770561 754829445 POL
358 951770586 754829445 LP
359 951770592 754829445 LP
360 951770599 754829445 LP
361 951772078 754829445 LP
362 951770604 754829445 LP
363 951770610 754829445 LP
364 951770618 754829445 LP
365 951772057 754829445 POL
366 951772131 754829445 POL
367 951772221 754829445 VPM
368 951772227 754829445 VPM
369 951772233 754829445 VPM
370 951772260 754829445 VPM
371 951772266 754829445 VPM
372 951772280 754829445 VPM
373 951774924 754829445 VPM
374 951772273 754829445 VPM
375 951772286 754829445 VPM
376 951772293 754829445 VPM
377 951772316 754829445 VPM
378 951772322 754829445 VPM
379 951772328 754829445 VPM
380 951772334 754829445 VPM
381 951772351 754829445 VPM
382 951772397 754829445 VPM
383 951772298 754829445 VPM
384 951772304 754829445 VPM
385 951772355 754829445 VPM
386 951772361 754829445 VPM
387 951772367 754829445 VPM
388 951772373 754829445 VPM
389 951772379 754829445 VPM
390 951772385 754829445 VPM
391 951772391 754829445 VPM
392 951772402 754829445 VPM
393 951772413 754829445 VPM
394 951772419 754829445 VPM
395 951772455 754829445 VPM
396 951772462 754829445 VPM
397 951772428 754829445 VPM
398 951772434 754829445 VPM
399 951772441 754829445 VPM
400 951772448 754829445 VPM
401 951772475 754829445 VPM
402 951772495 754829445 VPM
403 951772502 754829445 VPM
404 951772509 754829445 VPM
405 951772529 754829445 VPM
406 951772581 754829445 VPM
407 951772589 754829445 VPM
408 951774930 754829445 VPM
409 951772482 754829445 VPM
410 951772489 754829445 VPM
411 951772555 754829445 VPM
412 951772535 754829445 VPM
413 951772541 754829445 VPM
414 951772548 754829445 VPM
415 951772576 754829445 VPM
416 951772612 754829445 VPM
417 951772561 754829445 VPM
418 951772595 754829445 VPM
419 951772600 754829445 VPM
420 951772606 754829445 VPM
421 951772618 754829445 VPM
422 951772623 754829445 VPM
423 951772630 754829445 VPM
424 951774934 754829445 VPM
425 951772635 754829445 VPM
426 951772640 754829445 VPM
427 951772647 754829445 VPM
428 951772653 754829445 VPM
429 951772659 754829445 VPM
430 951772671 754829445 VPM
431 951772678 754829445 VPM
432 951772685 754829445 VPM
433 951772665 754829445 VPM
434 951772690 754829445 VPM
435 951772696 754829445 VPM
436 951772703 754829445 VPM
437 951772734 754829445 VPM
438 951772723 754829445 VPM
439 951772739 754829445 VPM
440 951772745 754829445 VPM
441 951772751 754829445 VPM
442 951772757 754829445 VPM
443 951772761 754829445 VPM
444 951772766 754829445 VPM
445 951772774 754829445 VPM
446 951772782 754829445 VPM
447 951772789 754829445 VPM
448 951772795 754829445 VPM
449 951772802 754829445 VPM
450 951772815 754829445 VPM
451 951772822 754829445 VPM
452 951772835 754829445 VPM
453 951772842 754829445 VPM
454 951772849 754829445 VPM
455 951772864 754829445 VPM
456 951772870 754829445 VPM
457 951772876 754829445 VPM
458 951772884 754829445 VPM
459 951772890 754829445 VPM
460 951772900 754829445 VPM
461 951772906 754829445 VPM
462 951774941 754829445 VPM
463 951772896 754829445 VPM
464 951772958 754829445 VPM
465 951772969 754829445 VPM
466 951772975 754829445 VPM
467 951772987 754829445 VPM
468 951772993 754829445 VPM
469 951773000 754829445 VPM
470 951773011 754829445 VPM
471 951773054 754829445 VPM
472 951772926 754829445 VPM
473 951772932 754829445 VPM
474 951772938 754829445 VPM
475 951772952 754829445 VPM
476 951772945 754829445 VPM
477 951773024 754829445 VPM
478 951773030 754829445 VPM
479 951772963 754829445 VPM
480 951773018 754829445 VPM
481 951773035 754829445 VPM
482 951773043 754829445 VPM
483 951773049 754829445 VPM
484 951773061 754829445 VPM
485 951773110 754829445 VPM
486 951773137 754829445 VPM
487 951773069 754829445 VPM
488 951773075 754829445 VPM
489 951773083 754829445 VPM
490 951773089 754829445 VPM
491 951773096 754829445 VPM
492 951773103 754829445 VPM
493 951773117 754829445 VPM
494 951773123 754829445 VPM
495 951773131 754829445 VPM
496 951773144 754829445 VPM
497 951773151 754829445 VPM
498 951773158 754829445 VPM
499 951773164 754829445 VPM
500 951773171 754829445 VPM
501 951773178 754829445 VPM
502 951773184 754829445 VPM
503 951773189 754829445 VPM
504 951773195 754829445 VPM
505 951773216 754829445 VPM
506 951773222 754829445 VPM
507 951773227 754829445 VPM
508 951773233 754829445 VPM
509 951773238 754829445 VPM
510 951773200 754829445 VPM
511 951773211 754829445 VPM
512 951773205 754829445 VPM
513 951773242 754829445 VPM
514 951773246 754829445 VPM
515 951773251 754829445 VPM
516 951773257 754829445 VPM
517 951773262 754829445 VPM
518 951773268 754829445 VPM
519 951773273 754829445 VPM
520 951773278 754829445 VPM
521 951773284 754829445 VPM
522 951773289 754829445 VPM
523 951773300 754829445 VPM
524 951773305 754829445 LGd
525 951773315 754829445 LGd
526 951773320 754829445 LGd
527 951773325 754829445 LGd
528 951773332 754829445 LGd
529 951773337 754829445 LGd
530 951773342 754829445 LGd
531 951773361 754829445 LGd
532 951773368 754829445 LGd
533 951773373 754829445 LGd
534 951773384 754829445 LGd
535 951773389 754829445 LGd
536 951773395 754829445 LGd
537 951773401 754829445 LGd
538 951773407 754829445 LGd
539 951773412 754829445 LGd
540 951773418 754829445 LGd
541 951773423 754829445 LGd
542 951773429 754829445 LGd
543 951773435 754829445 LGd
544 951773452 754829445 LGd
545 951773441 754829445 LGd
546 951773446 754829445 LGd
547 951773458 754829445 LGd
548 951773463 754829445 LGd
549 951773469 754829445 LGd
550 951774952 754829445 LGd
551 951773474 754829445 LGd
552 951773480 754829445 LGd
553 951773485 754829445 LGd
554 951773496 754829445 LGd
555 951773501 754829445 LGd
556 951773507 754829445 LGd
557 951773513 754829445 LGd
558 951773518 754829445 LGd
559 951773523 754829445 LGd
560 951773533 754829445 LGd
561 951773538 754829445 LGd
562 951773542 754829445 LGd
563 951773548 754829445 LGd
564 951773553 754829445 LGd
565 951773560 754829445 LGd
566 951774958 754829445 LGd
567 951773565 754829445 LGd
568 951773570 754829445 LGd
569 951773605 754829445 LGd
570 951773611 754829445 LGd
571 951773616 754829445 LGd
572 951775099 754829445 LGd
573 951775105 754829445 LGd
574 951773577 754829445 LGd
575 951773582 754829445 LGd
576 951773587 754829445 LGd
577 951773594 754829445 LGd
578 951773622 754829445 LGd
579 951773628 754829445 LGd
580 951773633 754829445 LGd
581 951773638 754829445 LGd
582 951773644 754829445 LGd
583 951773650 754829445 LGd
584 951773656 754829445 LGd
585 951773662 754829445 LGd
586 951773667 754829445 LGd
587 951773673 754829445 LGd
588 951773678 754829445 LGd
589 951773683 754829445 LGd
590 951773690 754829445 LGd
591 951773696 754829445 LGd
592 951773701 754829445 LGd
593 951773706 754829445 LGd
594 951773713 754829445 LGd
595 951774963 754829445 LGd
596 951773718 754829445 LGd
597 951773724 754829445 LGd
598 951774969 754829445 LGd
599 951773730 754829445 LGd
600 951774947 754829445 LGd
601 951775173 754829445 PO
602 951775180 754829445 PO
603 951775192 754829445 PO
604 951775184 754829445 Eth
605 951775198 754829445 Eth
606 951775206 754829445 Eth
607 951777329 754829445 Eth
608 951775212 754829445 Eth
609 951775218 754829445 Eth
610 951777333 754829445 Eth
611 951775223 754829445 Eth
612 951775230 754829445 Eth
613 951775236 754829445 Eth
614 951775243 754829445 Eth
615 951775249 754829445 Eth
616 951775254 754829445 Eth
617 951775260 754829445 Eth
618 951775265 754829445 Eth
619 951775271 754829445 Eth
620 951775279 754829445 Eth
621 951775285 754829445 Eth
622 951775292 754829445 Eth
623 951775297 754829445 Eth
624 951775303 754829445 Eth
625 951775309 754829445 Eth
626 951775314 754829445 Eth
627 951775321 754829445 Eth
628 951775327 754829445 Eth
629 951775333 754829445 Eth
630 951775339 754829445 Eth
631 951775345 754829445 Eth
632 951775351 754829445 Eth
633 951775363 754829445 Eth
634 951775407 754829445 Eth
635 951775355 754829445 Eth
636 951775369 754829445 Eth
637 951775375 754829445 Eth
638 951775380 754829445 Eth
639 951775385 754829445 Eth
640 951777335 754829445 Eth
641 951775392 754829445 Eth
642 951775397 754829445 Eth
643 951775403 754829445 Eth
644 951775412 754829445 Eth
645 951775417 754829445 Eth
646 951775429 754829445 Eth
647 951775435 754829445 Eth
648 951775441 754829445 Eth
649 951775448 754829445 Eth
650 951777339 754829445 Eth
651 951775423 754829445 Eth
652 951775477 754829445 Eth
653 951775465 754829445 Eth
654 951775472 754829445 Eth
655 951775484 754829445 Eth
656 951775489 754829445 Eth
657 951775496 754829445 Eth
658 951775502 754829445 Eth
659 951775508 754829445 Eth
660 951777342 754829445 Eth
661 951775515 754829445 Eth
662 951775522 754829445 Eth
663 951775529 754829445 Eth
664 951775535 754829445 Eth
665 951775576 754829445 Eth
666 951775550 754829445 Eth
667 951775556 754829445 Eth
668 951775561 754829445 Eth
669 951775569 754829445 Eth
670 951775582 754829445 Eth
671 951775589 754829445 Eth
672 951775595 754829445 Eth
673 951777345 754829445 Eth
674 951775602 754829445 Eth
675 951777348 754829445 Eth
676 951775607 754829445 Eth
677 951775627 754829445 Eth
678 951775645 754829445 Eth
679 951777351 754829445 Eth
680 951775614 754829445 Eth
681 951775620 754829445 Eth
682 951775633 754829445 Eth
683 951775639 754829445 Eth
684 951775648 754829445 Eth
685 951775655 754829445 Eth
686 951775678 754829445 Eth
687 951775660 754829445 Eth
688 951775666 754829445 Eth
689 951775671 754829445 Eth
690 951777355 754829445 Eth
691 951775684 754829445 Eth
692 951775689 754829445 Eth
693 951775695 754829445 Eth
694 951775702 754829445 Eth
695 951775708 754829445 Eth
696 951775714 754829445 Eth
697 951775720 754829445 Eth
698 951775726 754829445 Eth
699 951775733 754829445 Eth
700 951775738 754829445 Eth
701 951777360 754829445 Eth
702 951775741 754829445 Eth
703 951775745 754829445 Eth
704 951775748 754829445 Eth
705 951775751 754829445 LP
706 951775754 754829445 LP
707 951775759 754829445 LP
708 951775764 754829445 LP
709 951775770 754829445 LP
710 951775776 754829445 LP
711 951775782 754829445 LP
712 951775789 754829445 LP
713 951777366 754829445 LP
714 951775795 754829445 LP
715 951775800 754829445 LP
716 951775813 754829445 LP
717 951775806 754829445 LP
718 951777371 754829445 LP
719 951775819 754829445 LP
720 951777377 754829445 LP
721 951777553 754829445 LP
722 951775826 754829445 LP
723 951775830 754829445 LP
724 951775836 754829445 LP
725 951775843 754829445 LP
726 951775849 754829445 LP
727 951775857 754829445 LP
728 951775863 754829445 LP
729 951775869 754829445 LP
730 951777389 754829445 LP
731 951775875 754829445 LP
732 951775880 754829445 LP
733 951777395 754829445 LP
734 951775885 754829445 LP
735 951775890 754829445 LP
736 951775897 754829445 LP
737 951777401 754829445 LP
738 951775908 754829445 LP
739 951775915 754829445 LP
740 951775919 754829445 LP
741 951775927 754829445 LP
742 951775934 754829445 LP
743 951777406 754829445 LP
744 951775940 754829445 LP
745 951775947 754829445 LP
746 951775961 754829445 LP
747 951775954 754829445 LP
748 951775967 754829445 LP
749 951775974 754829445 LP
750 951775980 754829445 LP
751 951775985 754829445 LP
752 951775990 754829445 LP
753 951777559 754829445 LP
754 951776020 754829445 LP
755 951776024 754829445 LP
756 951777419 754829445 LP
757 951777424 754829445 LP
758 951776031 754829445 LP
759 951776037 754829445 LP
760 951776043 754829445 LP
761 951777430 754829445 LP
762 951776049 754829445 LP
763 951776055 754829445 LP
764 951776061 754829445 LP
765 951776067 754829445 LP
766 951777437 754829445 LP
767 951776074 754829445 LP
768 951776080 754829445 LP
769 951776085 754829445 LP
770 951776091 754829445 LP
771 951776096 754829445 LP
772 951776100 754829445 LP
773 951776117 754829445 LP
774 951776124 754829445 LP
775 951776129 754829445 LP
776 951777442 754829445 LP
777 951776135 754829445 LP
778 951776142 754829445 LP
779 951776147 754829445 LP
780 951776152 754829445 LP
781 951776159 754829445 LP
782 951776176 754829445 LP
783 951777455 754829445 LP
784 951776182 754829445 TH
785 951776188 754829445 TH
786 951777384 754829445 LP
787 951777413 754829445 LP
788 951777576 754829445 LP
789 951777448 754829445 LP
