Mouse_id,Shank,Clu,Area,Layer,WVF_ratio,WVF_duration,Bl_ctr_row,Bl_ctr_col,Wh_ctr_row,Wh_ctr_col,Bl_rad,Wh_rad,Bl_lat,Wh_lat,Bl_mfr,Wh_mfr,Bl_SI,Wh_SI,Area_Overlap,Area_Union,OverlapIdx,PSTH_correln,Subfield_sep,Bl_stimc,Wh_stimc,Bl_chk_num,Wh_chk_num,Spont,Spont_cyc,Pref_ori,Pref_SF,Pref_TF,Max_rate,Max_rate_cyc,F0_pref,Sharp,CV,OSI,OSI_wnull,DSI_sev,DSI_chen,f1f0b,f1f0,Pval,F0_TF1,F0_TF2,F0_TF4,F0_TF8,F0_TF15,F1_TF1,F1_TF2,F1_TF4,F1_TF8,F1_TF15
72,5,15,1,NaN,0.208480053180709,0.45,8,5,9,12,0,3.84279423632037,NaN,152.5,16.6943191530683,32.5814332173706,NaN,0.40223320762938,0,55.3580825613019,0,NaN,NaN,80,207,7,9,7.9,6.75,180,0.64,1,87.5,50,22.0833333333333,0.75872641509434,0.0549956127678157,0.184357541899441,0.422924901185771,0.177777777777778,0.30188679245283,0.161878539451814,0.233140287797449,0.00279839051556877,22.0833333333333,11.8333333333333,21.0416666666667,15.0416666666667,13.2083333333333,3.57481774622756,3.11748344851772,3.57759609685268,3.40194551628711,3.06055137359331
72,5,19,1,NaN,0.428997620088616,0.15,10,28,7,11,0,5.33819561166472,NaN,112.5,23.9938894732253,35.949116935107,NaN,0.49103810252798,0,113.229354146859,0,NaN,NaN,496,187,4,7,3,3.5,90,0.02,4,62.5,37.5,11.125,0.410112359550562,0.170485431073922,0.457025920873124,0.55431131019037,0.538904899135447,0.700374531835206,0.875806996894982,1.27781676596153,0.0117853881341222,4.70833333333333,4.79166666666667,11.125,3.91666666666667,0.958333333333333,2.50967638970477,2.53217635520425,9.74335284045668,5.73578914722165,0.959235740480376
72,6,2,1,NaN,0.190965268808285,0.375,13,21,7,9,0,3.98910700374141,NaN,120.5,13.3659124777888,33.0006033745198,NaN,0.447981807753197,0,52.8448935370465,0,NaN,NaN,373,151,5,8,2.9,2.75,135,0.08,8,62.5,45.8333333333333,14.7916666666667,0.602816901408451,0.162490299501509,0.303948576675849,0.525953721075672,0.163934426229508,0.28169014084507,0.605162911628848,0.743366206326093,0.000537158073086421,3.66666666666667,4.75,5.16666666666667,14.7916666666667,11.25,2.23704014273044,4.48402994329032,6.85878410708804,8.95136806784337,10.3292341381655
72,6,6,1,NaN,0.197515761108188,0.375,13,11,8,9,0,3.70821867413724,NaN,100.5,9.40118730320646,14.0110191514325,NaN,0.400352438170497,0,66.2259269905145,0,NaN,NaN,193,152,8,7,2,1.5,90,0.04,8,37.5,29.1666666666667,5,0.78125,0.0987026961243827,0.212121212121212,0.493506493506494,0.0434782608695652,0.0833333333333334,1.68961352013503,2.41373360019289,0.00198568320815603,2.20833333333333,2.79166666666667,3,5,2.33333333333333,3.09566678759879,4.06940890689401,5.40946818090603,8.44806760067513,3.39229267789208
73,4,30,1,NaN,0.331675635535987,0.375,10,27,9,14,0,21.623444609417,NaN,126.5,17.1084521879945,20.9154487535644,NaN,0.525931485916512,323.454219824441,3480.35925442766,0.0929370206288179,NaN,NaN,478,243,4,8,1.4,1,45,0.02,2,62.5,41.6666666666667,11.5833333333333,0.602517985611511,0.164829106773475,0.300584795321637,0.481352992194276,0.302107728337236,0.464028776978417,1.28689372636422,1.40848998397344,3.78393090054118e-05,10.25,11.5833333333333,5.83333333333333,6.08333333333333,3.45833333333333,13.730833515557,14.9065189970522,8.154312506586,8.07544576276451,3.1756889386636
73,5,15,1,NaN,0.269035257341049,0.425,9,2,8,11,0,21.5824105195833,NaN,76.5,25.5259179241373,34.2880657737409,NaN,0.644064874608546,57.2599553364141,1944.66491255224,0.0294446384910933,NaN,NaN,27,188,4,5,2.3,2,90,0.02,8,100,83.3333333333333,10.9583333333333,0.735245901639344,0.172830579196914,0.101570680628272,0.38139870223504,0.0981210855949896,0.178707224334601,1.84476433113939,2.25661869344028,3.26507399354889e-05,4.375,5.375,7.875,10.9583333333333,6.66666666666667,5.48434521400257,7.56330018968726,13.1400678542315,20.2155424620692,12.0456918874321
73,5,20,1,NaN,0.35689874574847,0.375,7,22,9,14,0,48.3327076539571,NaN,52.5,33.2042213652416,40.0433630233324,NaN,0.517788682219814,5856.13797068123,8744.33555177217,0.669706455797479,NaN,NaN,385,243,4,4,17.2,16,90,0.02,15,187.5,195.833333333333,36.9166666666667,0.693707674943567,0.106838257011537,0.270250896057348,0.498027613412229,0.166556945358789,0.285553047404063,1.73169924739543,3.05634568365011,1.87970305511782e-06,18.0833333333333,19.0833333333333,24.9166666666667,29.625,36.9166666666667,24.3957816777468,25.610858029386,38.0768763948049,53.4565594288953,63.9285638830148
73,6,10,1,NaN,0.253528460654241,0.4,1,26,7,11,0,26.5284743983064,NaN,182.5,27.0272474277681,43.0864002273731,NaN,0.433202727809693,76.6183032259491,2659.90492404979,0.0288049029622063,NaN,NaN,451,187,7,11,2.8,4.25,270,0.02,2,62.5,33.3333333333333,8.91666666666667,0.604771784232365,0.242878254862887,0.515044247787611,0.718974358974359,0.0214797136038186,0.0420560747663551,0.824283051631535,1.57496940222454,0.00271873587544628,8.875,8.91666666666667,8.41666666666667,6.875,4.25,8.14317431824067,7.34985721038119,7.45736442349215,8.44350960466603,3.32440853257175
74,1,15,1,NaN,0.183727313954152,0.15,14,21,7,21,0,28.4981661351972,NaN,58.5,28.4534386038884,41.8461851356699,NaN,0.604351837481679,1143.02553784244,5694.27501271364,0.200732408478761,NaN,NaN,374,367,10,4,6,6.5,45,0.04,1,87.5,58.3333333333333,19.9166666666667,0.622907949790795,0.0651809699658942,0.325017325017325,0.450028232636928,0.489096573208723,0.656903765690377,1.10528441215473,1.64076381680112,0.000190181231333335,19.9166666666667,13.875,5.41666666666667,14.2916666666667,15.9583333333333,22.0135812087484,15.8633444518911,6.53086993544498,21.5396018940375,25.7521269169952
74,2,14,1,NaN,0.231251511914634,0.325,2,18,7,10,0,5.46824379552042,NaN,153.5,16.1446156076403,18.2826899152246,NaN,0.340041370352017,0,119.750060804387,0,NaN,NaN,308,169,5,9,1.9,1.5,315,0.08,8,62.5,20.8333333333333,5.375,0.531976744186047,0.223628682474149,0.402173913043478,0.60431654676259,0.15695067264574,0.271317829457364,0.322173076149067,0.446885234658383,0.00149819575287729,3.04166666666667,2.125,3.125,5.375,3.375,1.62585277528586,1.79821781640358,1.39978294787706,1.73168028430123,1.53350083156145
74,3,20,1,NaN,0.377663793477819,0.275,12,11,10,16,0,8.41605810757602,NaN,53.5,35.373197432754,40.4894314308,NaN,0.460420129411097,0.815088332190948,604.727618458001,0.00134786027181849,NaN,NaN,192,280,9,4,6.6,5,45,0.02,4,100,54.1666666666667,17.125,0.811739659367397,0.107705702431509,0.262672811059908,0.52286282306163,0.073107049608355,0.13625304136253,1.25678507377187,1.77504695986336,1.77457002212552e-05,9.5,11.5416666666667,17.125,13.375,13.2916666666667,10.8379556037253,12.8763796531722,21.5224443883432,23.1589205101968,21.360342369141
78,1,17,1,NaN,0.322199590418021,0.3,2,23,4,3,0,37.4243183273526,NaN,29.5,32.3773236372484,33.0802094356025,NaN,0.608504560227227,2204.67809052115,6874.72668980918,0.320693198434968,NaN,NaN,398,40,8,3,21.7,21.25,225,0.08,4,75,50,18.8333333333333,0.768252212389381,0.0876143581084309,0.21505376344086,0.477638640429338,0.0944309927360775,0.172566371681416,1.09063082238159,-8.49939882269789,0.0312489529126974,14.625,14.1666666666667,18.8333333333333,16.5416666666667,18.75,13.0475087788804,17.0262378450584,20.5402138215199,21.0534416364737,24.8113490972229
