node_id node_type_id pop_name ei location
551 TW_001 TW e TW
552 TW_001 TW e TW
553 TW_001 TW e TW
554 TW_001 TW e TW
555 TW_001 TW e TW
556 TW_001 TW e TW
557 TW_001 TW e TW
558 TW_001 TW e TW
559 TW_001 TW e TW
560 TW_001 TW e TW
561 TW_001 TW e TW
562 TW_001 TW e TW
563 TW_001 TW e TW
564 TW_001 TW e TW
565 TW_001 TW e TW
566 TW_001 TW e TW
567 TW_001 TW e TW
568 TW_001 TW e TW
569 TW_001 TW e TW
570 TW_001 TW e TW
571 TW_001 TW e TW
572 TW_001 TW e TW
573 TW_001 TW e TW
574 TW_001 TW e TW
575 TW_001 TW e TW
576 TW_001 TW e TW
577 TW_001 TW e TW
578 TW_001 TW e TW
579 TW_001 TW e TW
580 TW_001 TW e TW
581 TW_001 TW e TW
582 TW_001 TW e TW
583 TW_001 TW e TW
584 TW_001 TW e TW
585 TW_001 TW e TW
586 TW_001 TW e TW
587 TW_001 TW e TW
588 TW_001 TW e TW
589 TW_001 TW e TW
590 TW_001 TW e TW
591 TW_001 TW e TW
592 TW_001 TW e TW
593 TW_001 TW e TW
594 TW_001 TW e TW
595 TW_001 TW e TW
596 TW_001 TW e TW
597 TW_001 TW e TW
598 TW_001 TW e TW
599 TW_001 TW e TW
600 TW_001 TW e TW
601 TW_001 TW e TW
602 TW_001 TW e TW
603 TW_001 TW e TW
604 TW_001 TW e TW
605 TW_001 TW e TW
606 TW_001 TW e TW
607 TW_001 TW e TW
608 TW_001 TW e TW
609 TW_001 TW e TW
610 TW_001 TW e TW
611 TW_001 TW e TW
612 TW_001 TW e TW
613 TW_001 TW e TW
614 TW_001 TW e TW
615 TW_001 TW e TW
616 TW_001 TW e TW
617 TW_001 TW e TW
618 TW_001 TW e TW
619 TW_001 TW e TW
620 TW_001 TW e TW
621 TW_001 TW e TW
622 TW_001 TW e TW
623 TW_001 TW e TW
624 TW_001 TW e TW
625 TW_001 TW e TW
626 TW_001 TW e TW
627 TW_001 TW e TW
628 TW_001 TW e TW
629 TW_001 TW e TW
630 TW_001 TW e TW
631 TW_001 TW e TW
632 TW_001 TW e TW
633 TW_001 TW e TW
634 TW_001 TW e TW
635 TW_001 TW e TW
636 TW_001 TW e TW
637 TW_001 TW e TW
638 TW_001 TW e TW
639 TW_001 TW e TW
640 TW_001 TW e TW
641 TW_001 TW e TW
642 TW_001 TW e TW
643 TW_001 TW e TW
644 TW_001 TW e TW
645 TW_001 TW e TW
646 TW_001 TW e TW
647 TW_001 TW e TW
648 TW_001 TW e TW
649 TW_001 TW e TW
650 TW_001 TW e TW
651 TW_001 TW e TW
652 TW_001 TW e TW
653 TW_001 TW e TW
654 TW_001 TW e TW
655 TW_001 TW e TW
656 TW_001 TW e TW
657 TW_001 TW e TW
658 TW_001 TW e TW
659 TW_001 TW e TW
660 TW_001 TW e TW
661 TW_001 TW e TW
662 TW_001 TW e TW
663 TW_001 TW e TW
664 TW_001 TW e TW
665 TW_001 TW e TW
666 TW_001 TW e TW
667 TW_001 TW e TW
668 TW_001 TW e TW
669 TW_001 TW e TW
670 TW_001 TW e TW
671 TW_001 TW e TW
672 TW_001 TW e TW
673 TW_001 TW e TW
674 TW_001 TW e TW
675 TW_001 TW e TW
676 TW_001 TW e TW
677 TW_001 TW e TW
678 TW_001 TW e TW
679 TW_001 TW e TW
680 TW_001 TW e TW
681 TW_001 TW e TW
682 TW_001 TW e TW
683 TW_001 TW e TW
684 TW_001 TW e TW
685 TW_001 TW e TW
686 TW_001 TW e TW
687 TW_001 TW e TW
688 TW_001 TW e TW
689 TW_001 TW e TW
690 TW_001 TW e TW
691 TW_001 TW e TW
692 TW_001 TW e TW
693 TW_001 TW e TW
694 TW_001 TW e TW
695 TW_001 TW e TW
696 TW_001 TW e TW
697 TW_001 TW e TW
698 TW_001 TW e TW
699 TW_001 TW e TW
700 TW_001 TW e TW
701 TW_001 TW e TW
702 TW_001 TW e TW
703 TW_001 TW e TW
704 TW_001 TW e TW
705 TW_001 TW e TW
706 TW_001 TW e TW
707 TW_001 TW e TW
708 TW_001 TW e TW
709 TW_001 TW e TW
710 TW_001 TW e TW
711 TW_001 TW e TW
712 TW_001 TW e TW
713 TW_001 TW e TW
714 TW_001 TW e TW
715 TW_001 TW e TW
716 TW_001 TW e TW
717 TW_001 TW e TW
718 TW_001 TW e TW
719 TW_001 TW e TW
720 TW_001 TW e TW
721 TW_001 TW e TW
722 TW_001 TW e TW
723 TW_001 TW e TW
724 TW_001 TW e TW
725 TW_001 TW e TW
726 TW_001 TW e TW
727 TW_001 TW e TW
728 TW_001 TW e TW
729 TW_001 TW e TW
730 TW_001 TW e TW
731 TW_001 TW e TW
732 TW_001 TW e TW
733 TW_001 TW e TW
734 TW_001 TW e TW
735 TW_001 TW e TW
736 TW_001 TW e TW
737 TW_001 TW e TW
738 TW_001 TW e TW
739 TW_001 TW e TW
740 TW_001 TW e TW
741 TW_001 TW e TW
742 TW_001 TW e TW
743 TW_001 TW e TW
744 TW_001 TW e TW
745 TW_001 TW e TW
746 TW_001 TW e TW
747 TW_001 TW e TW
748 TW_001 TW e TW
749 TW_001 TW e TW
750 TW_001 TW e TW
751 TW_001 TW e TW
752 TW_001 TW e TW
753 TW_001 TW e TW
754 TW_001 TW e TW
755 TW_001 TW e TW
756 TW_001 TW e TW
757 TW_001 TW e TW
758 TW_001 TW e TW
759 TW_001 TW e TW
760 TW_001 TW e TW
761 TW_001 TW e TW
762 TW_001 TW e TW
763 TW_001 TW e TW
764 TW_001 TW e TW
765 TW_001 TW e TW
766 TW_001 TW e TW
767 TW_001 TW e TW
768 TW_001 TW e TW
769 TW_001 TW e TW
770 TW_001 TW e TW
771 TW_001 TW e TW
772 TW_001 TW e TW
773 TW_001 TW e TW
774 TW_001 TW e TW
775 TW_001 TW e TW
776 TW_001 TW e TW
777 TW_001 TW e TW
778 TW_001 TW e TW
779 TW_001 TW e TW
780 TW_001 TW e TW
781 TW_001 TW e TW
782 TW_001 TW e TW
783 TW_001 TW e TW
784 TW_001 TW e TW
785 TW_001 TW e TW
786 TW_001 TW e TW
787 TW_001 TW e TW
788 TW_001 TW e TW
789 TW_001 TW e TW
790 TW_001 TW e TW
791 TW_001 TW e TW
792 TW_001 TW e TW
793 TW_001 TW e TW
794 TW_001 TW e TW
795 TW_001 TW e TW
796 TW_001 TW e TW
797 TW_001 TW e TW
798 TW_001 TW e TW
799 TW_001 TW e TW
800 TW_001 TW e TW
801 TW_001 TW e TW
802 TW_001 TW e TW
803 TW_001 TW e TW
804 TW_001 TW e TW
805 TW_001 TW e TW
806 TW_001 TW e TW
807 TW_001 TW e TW
808 TW_001 TW e TW
809 TW_001 TW e TW
810 TW_001 TW e TW
811 TW_001 TW e TW
812 TW_001 TW e TW
813 TW_001 TW e TW
814 TW_001 TW e TW
815 TW_001 TW e TW
816 TW_001 TW e TW
817 TW_001 TW e TW
818 TW_001 TW e TW
819 TW_001 TW e TW
820 TW_001 TW e TW
821 TW_001 TW e TW
822 TW_001 TW e TW
823 TW_001 TW e TW
824 TW_001 TW e TW
825 TW_001 TW e TW
826 TW_001 TW e TW
827 TW_001 TW e TW
828 TW_001 TW e TW
829 TW_001 TW e TW
830 TW_001 TW e TW
831 TW_001 TW e TW
832 TW_001 TW e TW
833 TW_001 TW e TW
834 TW_001 TW e TW
835 TW_001 TW e TW
836 TW_001 TW e TW
837 TW_001 TW e TW
838 TW_001 TW e TW
839 TW_001 TW e TW
840 TW_001 TW e TW
841 TW_001 TW e TW
842 TW_001 TW e TW
843 TW_001 TW e TW
844 TW_001 TW e TW
845 TW_001 TW e TW
846 TW_001 TW e TW
847 TW_001 TW e TW
848 TW_001 TW e TW
849 TW_001 TW e TW
850 TW_001 TW e TW
851 TW_001 TW e TW
852 TW_001 TW e TW
853 TW_001 TW e TW
854 TW_001 TW e TW
855 TW_001 TW e TW
856 TW_001 TW e TW
857 TW_001 TW e TW
858 TW_001 TW e TW
859 TW_001 TW e TW
860 TW_001 TW e TW
861 TW_001 TW e TW
862 TW_001 TW e TW
863 TW_001 TW e TW
864 TW_001 TW e TW
865 TW_001 TW e TW
866 TW_001 TW e TW
867 TW_001 TW e TW
868 TW_001 TW e TW
869 TW_001 TW e TW
870 TW_001 TW e TW
871 TW_001 TW e TW
872 TW_001 TW e TW
873 TW_001 TW e TW
874 TW_001 TW e TW
875 TW_001 TW e TW
876 TW_001 TW e TW
877 TW_001 TW e TW
878 TW_001 TW e TW
879 TW_001 TW e TW
880 TW_001 TW e TW
881 TW_001 TW e TW
882 TW_001 TW e TW
883 TW_001 TW e TW
884 TW_001 TW e TW
885 TW_001 TW e TW
886 TW_001 TW e TW
887 TW_001 TW e TW
888 TW_001 TW e TW
889 TW_001 TW e TW
890 TW_001 TW e TW
891 TW_001 TW e TW
892 TW_001 TW e TW
893 TW_001 TW e TW
894 TW_001 TW e TW
895 TW_001 TW e TW
896 TW_001 TW e TW
897 TW_001 TW e TW
898 TW_001 TW e TW
899 TW_001 TW e TW
900 TW_001 TW e TW
901 TW_001 TW e TW
902 TW_001 TW e TW
903 TW_001 TW e TW
904 TW_001 TW e TW
905 TW_001 TW e TW
906 TW_001 TW e TW
907 TW_001 TW e TW
908 TW_001 TW e TW
909 TW_001 TW e TW
910 TW_001 TW e TW
911 TW_001 TW e TW
912 TW_001 TW e TW
913 TW_001 TW e TW
914 TW_001 TW e TW
915 TW_001 TW e TW
916 TW_001 TW e TW
917 TW_001 TW e TW
918 TW_001 TW e TW
919 TW_001 TW e TW
920 TW_001 TW e TW
921 TW_001 TW e TW
922 TW_001 TW e TW
923 TW_001 TW e TW
924 TW_001 TW e TW
925 TW_001 TW e TW
926 TW_001 TW e TW
927 TW_001 TW e TW
928 TW_001 TW e TW
929 TW_001 TW e TW
930 TW_001 TW e TW
931 TW_001 TW e TW
932 TW_001 TW e TW
933 TW_001 TW e TW
934 TW_001 TW e TW
935 TW_001 TW e TW
936 TW_001 TW e TW
937 TW_001 TW e TW
938 TW_001 TW e TW
939 TW_001 TW e TW
940 TW_001 TW e TW
941 TW_001 TW e TW
942 TW_001 TW e TW
943 TW_001 TW e TW
944 TW_001 TW e TW
945 TW_001 TW e TW
946 TW_001 TW e TW
947 TW_001 TW e TW
948 TW_001 TW e TW
949 TW_001 TW e TW
950 TW_001 TW e TW
951 TW_001 TW e TW
952 TW_001 TW e TW
953 TW_001 TW e TW
954 TW_001 TW e TW
955 TW_001 TW e TW
956 TW_001 TW e TW
957 TW_001 TW e TW
958 TW_001 TW e TW
959 TW_001 TW e TW
960 TW_001 TW e TW
961 TW_001 TW e TW
962 TW_001 TW e TW
963 TW_001 TW e TW
964 TW_001 TW e TW
965 TW_001 TW e TW
966 TW_001 TW e TW
967 TW_001 TW e TW
968 TW_001 TW e TW
969 TW_001 TW e TW
970 TW_001 TW e TW
971 TW_001 TW e TW
972 TW_001 TW e TW
973 TW_001 TW e TW
974 TW_001 TW e TW
975 TW_001 TW e TW
976 TW_001 TW e TW
977 TW_001 TW e TW
978 TW_001 TW e TW
979 TW_001 TW e TW
980 TW_001 TW e TW
981 TW_001 TW e TW
982 TW_001 TW e TW
983 TW_001 TW e TW
984 TW_001 TW e TW
985 TW_001 TW e TW
986 TW_001 TW e TW
987 TW_001 TW e TW
988 TW_001 TW e TW
989 TW_001 TW e TW
990 TW_001 TW e TW
991 TW_001 TW e TW
992 TW_001 TW e TW
993 TW_001 TW e TW
994 TW_001 TW e TW
995 TW_001 TW e TW
996 TW_001 TW e TW
997 TW_001 TW e TW
998 TW_001 TW e TW
999 TW_001 TW e TW
1000 TW_001 TW e TW
1001 TW_001 TW e TW
1002 TW_001 TW e TW
1003 TW_001 TW e TW
1004 TW_001 TW e TW
1005 TW_001 TW e TW
1006 TW_001 TW e TW
1007 TW_001 TW e TW
1008 TW_001 TW e TW
1009 TW_001 TW e TW
1010 TW_001 TW e TW
1011 TW_001 TW e TW
1012 TW_001 TW e TW
1013 TW_001 TW e TW
1014 TW_001 TW e TW
1015 TW_001 TW e TW
1016 TW_001 TW e TW
1017 TW_001 TW e TW
1018 TW_001 TW e TW
1019 TW_001 TW e TW
1020 TW_001 TW e TW
1021 TW_001 TW e TW
1022 TW_001 TW e TW
1023 TW_001 TW e TW
1024 TW_001 TW e TW
1025 TW_001 TW e TW
1026 TW_001 TW e TW
1027 TW_001 TW e TW
1028 TW_001 TW e TW
1029 TW_001 TW e TW
1030 TW_001 TW e TW
1031 TW_001 TW e TW
1032 TW_001 TW e TW
1033 TW_001 TW e TW
1034 TW_001 TW e TW
1035 TW_001 TW e TW
1036 TW_001 TW e TW
1037 TW_001 TW e TW
1038 TW_001 TW e TW
1039 TW_001 TW e TW
1040 TW_001 TW e TW
1041 TW_001 TW e TW
1042 TW_001 TW e TW
1043 TW_001 TW e TW
1044 TW_001 TW e TW
1045 TW_001 TW e TW
1046 TW_001 TW e TW
1047 TW_001 TW e TW
1048 TW_001 TW e TW
1049 TW_001 TW e TW
1050 TW_001 TW e TW
1051 TW_001 TW e TW
1052 TW_001 TW e TW
1053 TW_001 TW e TW
1054 TW_001 TW e TW
1055 TW_001 TW e TW
1056 TW_001 TW e TW
1057 TW_001 TW e TW
1058 TW_001 TW e TW
1059 TW_001 TW e TW
1060 TW_001 TW e TW
1061 TW_001 TW e TW
1062 TW_001 TW e TW
1063 TW_001 TW e TW
1064 TW_001 TW e TW
1065 TW_001 TW e TW
1066 TW_001 TW e TW
1067 TW_001 TW e TW
1068 TW_001 TW e TW
